il,bolge,year,scenario,scenario_label,tarim_skoru,skor_ust,skor_alt,yagis_proj,ndvi_proj,hassasiyet
Ordu,Karadeniz,2034,kotumser_ssp585,Kötümser (SSP5-8.5),3.2376,3.6584,2.8167,967.8,0.2985,0.7
Ordu,Karadeniz,2035,kotumser_ssp585,Kötümser (SSP5-8.5),3.2192,3.6635,2.775,954.6,0.2945,0.7
Ordu,Karadeniz,2036,kotumser_ssp585,Kötümser (SSP5-8.5),3.201,3.6683,2.7336,941.4,0.2905,0.7
Ordu,Karadeniz,2037,kotumser_ssp585,Kötümser (SSP5-8.5),2.9488,3.4029,2.4947,928.2,0.2865,0.7
Ordu,Karadeniz,2038,kotumser_ssp585,Kötümser (SSP5-8.5),2.9162,3.3886,2.4438,915.0,0.2825,0.7
Ordu,Karadeniz,2039,kotumser_ssp585,Kötümser (SSP5-8.5),2.8837,3.3739,2.3934,901.8,0.2785,0.7
Ordu,Karadeniz,2040,kotumser_ssp585,Kötümser (SSP5-8.5),2.8512,3.3587,2.3437,888.6,0.2745,0.7
Ordu,Karadeniz,2041,kotumser_ssp585,Kötümser (SSP5-8.5),2.8188,3.3431,2.2945,875.4,0.2705,0.7
Ordu,Karadeniz,2042,kotumser_ssp585,Kötümser (SSP5-8.5),2.7865,3.3271,2.2459,862.2,0.2665,0.7
Ordu,Karadeniz,2043,kotumser_ssp585,Kötümser (SSP5-8.5),2.7543,3.3106,2.1979,849.0,0.2625,0.7
Ordu,Karadeniz,2044,kotumser_ssp585,Kötümser (SSP5-8.5),2.7221,3.2937,2.1505,835.8,0.2585,0.7
Ordu,Karadeniz,2045,kotumser_ssp585,Kötümser (SSP5-8.5),2.69,3.2764,2.1036,822.6,0.2545,0.7
Ordu,Karadeniz,2046,kotumser_ssp585,Kötümser (SSP5-8.5),2.6579,3.2586,2.0572,809.4,0.2505,0.7
Ordu,Karadeniz,2047,kotumser_ssp585,Kötümser (SSP5-8.5),2.6259,3.2404,2.0115,796.2,0.2465,0.7
Ordu,Karadeniz,2048,kotumser_ssp585,Kötümser (SSP5-8.5),2.594,3.2218,1.9663,783.0,0.2425,0.7
Ordu,Karadeniz,2049,kotumser_ssp585,Kötümser (SSP5-8.5),2.5622,3.2027,1.9216,769.8,0.2385,0.7
Ordu,Karadeniz,2050,kotumser_ssp585,Kötümser (SSP5-8.5),2.5304,3.1832,1.8775,756.6,0.2345,0.7
Bingöl,Doğu Anadolu,2025,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.6291,3.2312,832.6,0.2994,1.2
Bingöl,Doğu Anadolu,2026,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.6565,3.2037,830.1,0.2984,1.2
Bingöl,Doğu Anadolu,2027,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.684,3.1763,827.6,0.2974,1.2
Bingöl,Doğu Anadolu,2028,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.7114,3.1489,825.1,0.2964,1.2
Bingöl,Doğu Anadolu,2029,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.7388,3.1214,822.6,0.2954,1.2
Bingöl,Doğu Anadolu,2030,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.7663,3.094,820.1,0.2944,1.2
Bingöl,Doğu Anadolu,2031,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.7937,3.0665,817.6,0.2934,1.2
Bingöl,Doğu Anadolu,2032,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.8212,3.0391,815.1,0.2924,1.2
Bingöl,Doğu Anadolu,2033,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.8486,3.0117,812.6,0.2914,1.2
Bingöl,Doğu Anadolu,2034,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.8761,2.9842,810.0,0.2904,1.2
Bingöl,Doğu Anadolu,2035,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.9035,2.9568,807.5,0.2894,1.2
Bingöl,Doğu Anadolu,2036,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.9309,2.9293,805.0,0.2884,1.2
Bingöl,Doğu Anadolu,2037,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.9584,2.9019,802.5,0.2874,1.2
Bingöl,Doğu Anadolu,2038,optimist_ssp126,İyimser (SSP1-2.6),3.4301,3.9858,2.8745,800.0,0.2864,1.2
Bingöl,Doğu Anadolu,2039,optimist_ssp126,İyimser (SSP1-2.6),3.4301,4.0133,2.847,797.5,0.2854,1.2
Bingöl,Doğu Anadolu,2040,optimist_ssp126,İyimser (SSP1-2.6),3.4301,4.0407,2.8196,795.0,0.2844,1.2
Bingöl,Doğu Anadolu,2041,optimist_ssp126,İyimser (SSP1-2.6),3.2566,3.8623,2.6508,792.5,0.2834,1.2
Bingöl,Doğu Anadolu,2042,optimist_ssp126,İyimser (SSP1-2.6),3.2504,3.881,2.6198,790.0,0.2824,1.2
Bingöl,Doğu Anadolu,2043,optimist_ssp126,İyimser (SSP1-2.6),3.2442,3.8996,2.5889,787.5,0.2814,1.2
Bingöl,Doğu Anadolu,2044,optimist_ssp126,İyimser (SSP1-2.6),3.238,3.918,2.5581,785.0,0.2804,1.2
Bingöl,Doğu Anadolu,2045,optimist_ssp126,İyimser (SSP1-2.6),3.2299,3.9341,2.5258,782.5,0.2794,1.2
Bingöl,Doğu Anadolu,2046,optimist_ssp126,İyimser (SSP1-2.6),3.2218,3.95,2.4937,780.0,0.2784,1.2
Bingöl,Doğu Anadolu,2047,optimist_ssp126,İyimser (SSP1-2.6),3.2137,3.9657,2.4617,777.5,0.2774,1.2
Bingöl,Doğu Anadolu,2048,optimist_ssp126,İyimser (SSP1-2.6),3.2056,3.9814,2.4299,775.0,0.2764,1.2
Bingöl,Doğu Anadolu,2049,optimist_ssp126,İyimser (SSP1-2.6),3.1976,3.9969,2.3982,772.5,0.2754,1.2
Bingöl,Doğu Anadolu,2050,optimist_ssp126,İyimser (SSP1-2.6),3.1895,4.0124,2.3666,770.0,0.2744,1.2
Bingöl,Doğu Anadolu,2025,orta_ssp245,Orta (SSP2-4.5),3.4301,3.6291,3.2312,830.1,0.2984,1.2
Bingöl,Doğu Anadolu,2026,orta_ssp245,Orta (SSP2-4.5),3.4301,3.6565,3.2037,825.1,0.2964,1.2
Bingöl,Doğu Anadolu,2027,orta_ssp245,Orta (SSP2-4.5),3.4301,3.684,3.1763,820.1,0.2944,1.2
Bingöl,Doğu Anadolu,2028,orta_ssp245,Orta (SSP2-4.5),3.4301,3.7114,3.1489,815.1,0.2924,1.2
Bingöl,Doğu Anadolu,2029,orta_ssp245,Orta (SSP2-4.5),3.4301,3.7388,3.1214,810.0,0.2904,1.2
Bingöl,Doğu Anadolu,2030,orta_ssp245,Orta (SSP2-4.5),3.4301,3.7663,3.094,805.0,0.2884,1.2
Bingöl,Doğu Anadolu,2031,orta_ssp245,Orta (SSP2-4.5),3.4301,3.7937,3.0665,800.0,0.2864,1.2
Bingöl,Doğu Anadolu,2032,orta_ssp245,Orta (SSP2-4.5),3.4301,3.8212,3.0391,795.0,0.2844,1.2
Bingöl,Doğu Anadolu,2033,orta_ssp245,Orta (SSP2-4.5),3.2504,3.6469,2.8538,790.0,0.2824,1.2
Bingöl,Doğu Anadolu,2034,orta_ssp245,Orta (SSP2-4.5),3.238,3.659,2.8171,785.0,0.2804,1.2
Bingöl,Doğu Anadolu,2035,orta_ssp245,Orta (SSP2-4.5),3.2257,3.6708,2.7806,780.0,0.2784,1.2
Bingöl,Doğu Anadolu,2036,orta_ssp245,Orta (SSP2-4.5),3.2103,3.679,2.7416,775.0,0.2764,1.2
Bingöl,Doğu Anadolu,2037,orta_ssp245,Orta (SSP2-4.5),3.1945,3.6864,2.7025,770.0,0.2744,1.2
Bingöl,Doğu Anadolu,2038,orta_ssp245,Orta (SSP2-4.5),3.1787,3.6937,2.6638,765.0,0.2724,1.2
Bingöl,Doğu Anadolu,2039,orta_ssp245,Orta (SSP2-4.5),3.163,3.7007,2.6253,759.9,0.2704,1.2
Bingöl,Doğu Anadolu,2040,orta_ssp245,Orta (SSP2-4.5),3.1473,3.7075,2.587,754.9,0.2684,1.2
Bingöl,Doğu Anadolu,2041,orta_ssp245,Orta (SSP2-4.5),3.1316,3.714,2.5491,749.9,0.2664,1.2
Bingöl,Doğu Anadolu,2042,orta_ssp245,Orta (SSP2-4.5),3.1159,3.7204,2.5114,744.9,0.2644,1.2
Bingöl,Doğu Anadolu,2043,orta_ssp245,Orta (SSP2-4.5),3.1003,3.7265,2.474,739.9,0.2624,1.2
Bingöl,Doğu Anadolu,2044,orta_ssp245,Orta (SSP2-4.5),3.0847,3.7324,2.4369,734.9,0.2604,1.2
Bingöl,Doğu Anadolu,2045,orta_ssp245,Orta (SSP2-4.5),3.0691,3.7381,2.4,729.9,0.2584,1.2
Bingöl,Doğu Anadolu,2046,orta_ssp245,Orta (SSP2-4.5),3.0535,3.7436,2.3634,724.9,0.2564,1.2
Bingöl,Doğu Anadolu,2047,orta_ssp245,Orta (SSP2-4.5),3.038,3.7489,2.3271,719.9,0.2544,1.2
Bingöl,Doğu Anadolu,2048,orta_ssp245,Orta (SSP2-4.5),3.0225,3.7539,2.2911,714.8,0.2524,1.2
Bingöl,Doğu Anadolu,2049,orta_ssp245,Orta (SSP2-4.5),3.007,3.7588,2.2553,709.8,0.2504,1.2
Bingöl,Doğu Anadolu,2050,orta_ssp245,Orta (SSP2-4.5),2.8444,3.5783,2.1106,704.8,0.2484,1.2
Bingöl,Doğu Anadolu,2025,kotumser_ssp585,Kötümser (SSP5-8.5),3.4301,3.6291,3.2312,825.1,0.2964,1.2
Bingöl,Doğu Anadolu,2026,kotumser_ssp585,Kötümser (SSP5-8.5),3.4301,3.6565,3.2037,815.1,0.2924,1.2
Bingöl,Doğu Anadolu,2027,kotumser_ssp585,Kötümser (SSP5-8.5),3.4301,3.684,3.1763,805.0,0.2884,1.2
Bingöl,Doğu Anadolu,2028,kotumser_ssp585,Kötümser (SSP5-8.5),3.4301,3.7114,3.1489,795.0,0.2844,1.2
Bingöl,Doğu Anadolu,2029,kotumser_ssp585,Kötümser (SSP5-8.5),3.238,3.5295,2.9466,785.0,0.2804,1.2
Bingöl,Doğu Anadolu,2030,kotumser_ssp585,Kötümser (SSP5-8.5),3.2134,3.5283,2.8984,775.0,0.2764,1.2
Bingöl,Doğu Anadolu,2031,kotumser_ssp585,Kötümser (SSP5-8.5),3.1841,3.5216,2.8466,765.0,0.2724,1.2
Bingöl,Doğu Anadolu,2032,kotumser_ssp585,Kötümser (SSP5-8.5),3.1533,3.5128,2.7938,754.9,0.2684,1.2
Bingöl,Doğu Anadolu,2033,kotumser_ssp585,Kötümser (SSP5-8.5),3.1227,3.5037,2.7417,744.9,0.2644,1.2
Bingöl,Doğu Anadolu,2034,kotumser_ssp585,Kötümser (SSP5-8.5),3.0921,3.4941,2.6902,734.9,0.2604,1.2
Bingöl,Doğu Anadolu,2035,kotumser_ssp585,Kötümser (SSP5-8.5),3.0617,3.4842,2.6392,724.9,0.2564,1.2
Bingöl,Doğu Anadolu,2036,kotumser_ssp585,Kötümser (SSP5-8.5),3.0313,3.4739,2.5888,714.8,0.2524,1.2
Bingöl,Doğu Anadolu,2037,kotumser_ssp585,Kötümser (SSP5-8.5),2.8535,3.2929,2.414,704.8,0.2484,1.2
Bingöl,Doğu Anadolu,2038,kotumser_ssp585,Kötümser (SSP5-8.5),2.7992,3.2527,2.3458,694.8,0.2444,1.2
Bingöl,Doğu Anadolu,2039,kotumser_ssp585,Kötümser (SSP5-8.5),2.7452,3.2119,2.2785,684.8,0.2404,1.2
Bingöl,Doğu Anadolu,2040,kotumser_ssp585,Kötümser (SSP5-8.5),2.6914,3.1705,2.2123,674.8,0.2364,1.2
Bingöl,Doğu Anadolu,2041,kotumser_ssp585,Kötümser (SSP5-8.5),2.6378,3.1284,2.1471,664.7,0.2324,1.2
Bingöl,Doğu Anadolu,2042,kotumser_ssp585,Kötümser (SSP5-8.5),2.5843,3.0857,2.0829,654.7,0.2284,1.2
Bingöl,Doğu Anadolu,2043,kotumser_ssp585,Kötümser (SSP5-8.5),2.531,3.0423,2.0198,644.7,0.2244,1.2
Bingöl,Doğu Anadolu,2044,kotumser_ssp585,Kötümser (SSP5-8.5),2.478,2.9983,1.9576,634.7,0.2204,1.2
Bingöl,Doğu Anadolu,2045,kotumser_ssp585,Kötümser (SSP5-8.5),2.4251,2.9538,1.8964,624.7,0.2164,1.2
Bingöl,Doğu Anadolu,2046,kotumser_ssp585,Kötümser (SSP5-8.5),2.3724,2.9086,1.8362,614.6,0.2124,1.2
Bingöl,Doğu Anadolu,2047,kotumser_ssp585,Kötümser (SSP5-8.5),2.3199,2.8627,1.777,604.6,0.2084,1.2
Bingöl,Doğu Anadolu,2048,kotumser_ssp585,Kötümser (SSP5-8.5),2.2676,2.8163,1.7188,594.6,0.2044,1.2
Bingöl,Doğu Anadolu,2049,kotumser_ssp585,Kötümser (SSP5-8.5),2.2155,2.7693,1.6616,584.6,0.2004,1.2
Bingöl,Doğu Anadolu,2050,kotumser_ssp585,Kötümser (SSP5-8.5),2.1635,2.7217,1.6053,574.5,0.1964,1.2
Kahramanmaraş,Akdeniz,2025,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.6267,3.229,649.7,0.2905,1.1
Kahramanmaraş,Akdeniz,2026,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.6541,3.2016,647.8,0.2895,1.1
Kahramanmaraş,Akdeniz,2027,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.6815,3.1742,645.8,0.2885,1.1
Kahramanmaraş,Akdeniz,2028,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.7089,3.1468,643.9,0.2875,1.1
Kahramanmaraş,Akdeniz,2029,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.7364,3.1193,641.9,0.2865,1.1
Kahramanmaraş,Akdeniz,2030,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.7638,3.0919,639.9,0.2855,1.1
Kahramanmaraş,Akdeniz,2031,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.7912,3.0645,638.0,0.2845,1.1
Kahramanmaraş,Akdeniz,2032,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.8186,3.0371,636.0,0.2835,1.1
Kahramanmaraş,Akdeniz,2033,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.846,3.0096,634.1,0.2825,1.1
Kahramanmaraş,Akdeniz,2034,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.8735,2.9822,632.1,0.2815,1.1
Kahramanmaraş,Akdeniz,2035,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.9009,2.9548,630.2,0.2805,1.1
Kahramanmaraş,Akdeniz,2036,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.9283,2.9274,628.2,0.2795,1.1
Kahramanmaraş,Akdeniz,2037,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.9557,2.9,626.3,0.2785,1.1
Kahramanmaraş,Akdeniz,2038,optimist_ssp126,İyimser (SSP1-2.6),3.4278,3.9832,2.8725,624.3,0.2775,1.1
Kahramanmaraş,Akdeniz,2039,optimist_ssp126,İyimser (SSP1-2.6),3.4278,4.0106,2.8451,622.4,0.2765,1.1
Kahramanmaraş,Akdeniz,2040,optimist_ssp126,İyimser (SSP1-2.6),3.4278,4.038,2.8177,620.4,0.2755,1.1
Kahramanmaraş,Akdeniz,2041,optimist_ssp126,İyimser (SSP1-2.6),3.2546,3.8599,2.6492,618.4,0.2745,1.1
Kahramanmaraş,Akdeniz,2042,optimist_ssp126,İyimser (SSP1-2.6),3.2489,3.8792,2.6186,616.5,0.2735,1.1
Kahramanmaraş,Akdeniz,2043,optimist_ssp126,İyimser (SSP1-2.6),3.2433,3.8984,2.5881,614.5,0.2725,1.1
Kahramanmaraş,Akdeniz,2044,optimist_ssp126,İyimser (SSP1-2.6),3.2376,3.9175,2.5577,612.6,0.2715,1.1
Kahramanmaraş,Akdeniz,2045,optimist_ssp126,İyimser (SSP1-2.6),3.2302,3.9343,2.526,610.6,0.2705,1.1
Kahramanmaraş,Akdeniz,2046,optimist_ssp126,İyimser (SSP1-2.6),3.2227,3.9511,2.4944,608.7,0.2695,1.1
Kahramanmaraş,Akdeniz,2047,optimist_ssp126,İyimser (SSP1-2.6),3.2153,3.9677,2.4629,606.7,0.2685,1.1
Kahramanmaraş,Akdeniz,2048,optimist_ssp126,İyimser (SSP1-2.6),3.2079,3.9842,2.4316,604.8,0.2675,1.1
Kahramanmaraş,Akdeniz,2049,optimist_ssp126,İyimser (SSP1-2.6),3.2005,4.0006,2.4004,602.8,0.2665,1.1
Kahramanmaraş,Akdeniz,2050,optimist_ssp126,İyimser (SSP1-2.6),3.1931,4.0169,2.3693,600.8,0.2655,1.1
Kahramanmaraş,Akdeniz,2025,orta_ssp245,Orta (SSP2-4.5),3.4278,3.6267,3.229,647.8,0.2895,1.1
Kahramanmaraş,Akdeniz,2026,orta_ssp245,Orta (SSP2-4.5),3.4278,3.6541,3.2016,643.9,0.2875,1.1
Kahramanmaraş,Akdeniz,2027,orta_ssp245,Orta (SSP2-4.5),3.4278,3.6815,3.1742,639.9,0.2855,1.1
Kahramanmaraş,Akdeniz,2028,orta_ssp245,Orta (SSP2-4.5),3.4278,3.7089,3.1468,636.0,0.2835,1.1
Kahramanmaraş,Akdeniz,2029,orta_ssp245,Orta (SSP2-4.5),3.4278,3.7364,3.1193,632.1,0.2815,1.1
Kahramanmaraş,Akdeniz,2030,orta_ssp245,Orta (SSP2-4.5),3.4278,3.7638,3.0919,628.2,0.2795,1.1
Kahramanmaraş,Akdeniz,2031,orta_ssp245,Orta (SSP2-4.5),3.4278,3.7912,3.0645,624.3,0.2775,1.1
Kahramanmaraş,Akdeniz,2032,orta_ssp245,Orta (SSP2-4.5),3.4278,3.8186,3.0371,620.4,0.2755,1.1
Kahramanmaraş,Akdeniz,2033,orta_ssp245,Orta (SSP2-4.5),3.2489,3.6453,2.8525,616.5,0.2735,1.1
Kahramanmaraş,Akdeniz,2034,orta_ssp245,Orta (SSP2-4.5),3.2376,3.6585,2.8167,612.6,0.2715,1.1
Kahramanmaraş,Akdeniz,2035,orta_ssp245,Orta (SSP2-4.5),3.2263,3.6715,2.7811,608.7,0.2695,1.1
Kahramanmaraş,Akdeniz,2036,orta_ssp245,Orta (SSP2-4.5),3.2121,3.6811,2.7432,604.8,0.2675,1.1
Kahramanmaraş,Akdeniz,2037,orta_ssp245,Orta (SSP2-4.5),3.1977,3.6901,2.7052,600.8,0.2655,1.1
Kahramanmaraş,Akdeniz,2038,orta_ssp245,Orta (SSP2-4.5),3.1832,3.6989,2.6675,596.9,0.2635,1.1
Kahramanmaraş,Akdeniz,2039,orta_ssp245,Orta (SSP2-4.5),3.1688,3.7075,2.6301,593.0,0.2615,1.1
Kahramanmaraş,Akdeniz,2040,orta_ssp245,Orta (SSP2-4.5),3.1544,3.7159,2.5929,589.1,0.2595,1.1
Kahramanmaraş,Akdeniz,2041,orta_ssp245,Orta (SSP2-4.5),3.14,3.724,2.556,585.2,0.2575,1.1
Kahramanmaraş,Akdeniz,2042,orta_ssp245,Orta (SSP2-4.5),3.1256,3.732,2.5193,581.3,0.2555,1.1
Kahramanmaraş,Akdeniz,2043,orta_ssp245,Orta (SSP2-4.5),3.1113,3.7398,2.4828,577.4,0.2535,1.1
Kahramanmaraş,Akdeniz,2044,orta_ssp245,Orta (SSP2-4.5),3.097,3.7474,2.4466,573.5,0.2515,1.1
Kahramanmaraş,Akdeniz,2045,orta_ssp245,Orta (SSP2-4.5),3.0827,3.7547,2.4107,569.6,0.2495,1.1
Kahramanmaraş,Akdeniz,2046,orta_ssp245,Orta (SSP2-4.5),3.0684,3.7619,2.375,565.7,0.2475,1.1
Kahramanmaraş,Akdeniz,2047,orta_ssp245,Orta (SSP2-4.5),3.0542,3.7688,2.3395,561.7,0.2455,1.1
Kahramanmaraş,Akdeniz,2048,orta_ssp245,Orta (SSP2-4.5),3.0399,3.7756,2.3043,557.8,0.2435,1.1
Kahramanmaraş,Akdeniz,2049,orta_ssp245,Orta (SSP2-4.5),2.8736,3.592,2.1552,553.9,0.2415,1.1
Kahramanmaraş,Akdeniz,2050,orta_ssp245,Orta (SSP2-4.5),2.8484,3.5833,2.1135,550.0,0.2395,1.1
Kahramanmaraş,Akdeniz,2025,kotumser_ssp585,Kötümser (SSP5-8.5),3.4278,3.6267,3.229,643.9,0.2875,1.1
Kahramanmaraş,Akdeniz,2026,kotumser_ssp585,Kötümser (SSP5-8.5),3.4278,3.6541,3.2016,636.0,0.2835,1.1
Kahramanmaraş,Akdeniz,2027,kotumser_ssp585,Kötümser (SSP5-8.5),3.4278,3.6815,3.1742,628.2,0.2795,1.1
Kahramanmaraş,Akdeniz,2028,kotumser_ssp585,Kötümser (SSP5-8.5),3.4278,3.7089,3.1468,620.4,0.2755,1.1
Kahramanmaraş,Akdeniz,2029,kotumser_ssp585,Kötümser (SSP5-8.5),3.2376,3.529,2.9462,612.6,0.2715,1.1
Kahramanmaraş,Akdeniz,2030,kotumser_ssp585,Kötümser (SSP5-8.5),3.215,3.53,2.8999,604.8,0.2675,1.1
Kahramanmaraş,Akdeniz,2031,kotumser_ssp585,Kötümser (SSP5-8.5),3.1881,3.5261,2.8502,596.9,0.2635,1.1
Kahramanmaraş,Akdeniz,2032,kotumser_ssp585,Kötümser (SSP5-8.5),3.16,3.5202,2.7997,589.1,0.2595,1.1
Kahramanmaraş,Akdeniz,2033,kotumser_ssp585,Kötümser (SSP5-8.5),3.1319,3.514,2.7498,581.3,0.2555,1.1
Kahramanmaraş,Akdeniz,2034,kotumser_ssp585,Kötümser (SSP5-8.5),3.1039,3.5074,2.7004,573.5,0.2515,1.1
Kahramanmaraş,Akdeniz,2035,kotumser_ssp585,Kötümser (SSP5-8.5),3.0759,3.5004,2.6514,565.7,0.2475,1.1
Kahramanmaraş,Akdeniz,2036,kotumser_ssp585,Kötümser (SSP5-8.5),3.0481,3.4931,2.6031,557.8,0.2435,1.1
Kahramanmaraş,Akdeniz,2037,kotumser_ssp585,Kötümser (SSP5-8.5),2.8567,3.2966,2.4168,550.0,0.2395,1.1
Kahramanmaraş,Akdeniz,2038,kotumser_ssp585,Kötümser (SSP5-8.5),2.807,3.2617,2.3523,542.2,0.2355,1.1
Kahramanmaraş,Akdeniz,2039,kotumser_ssp585,Kötümser (SSP5-8.5),2.7574,3.2262,2.2887,534.4,0.2315,1.1
Kahramanmaraş,Akdeniz,2040,kotumser_ssp585,Kötümser (SSP5-8.5),2.708,3.19,2.226,526.6,0.2275,1.1
Kahramanmaraş,Akdeniz,2041,kotumser_ssp585,Kötümser (SSP5-8.5),2.6588,3.1533,2.1642,518.7,0.2235,1.1
Kahramanmaraş,Akdeniz,2042,kotumser_ssp585,Kötümser (SSP5-8.5),2.6097,3.116,2.1034,510.9,0.2195,1.1
Kahramanmaraş,Akdeniz,2043,kotumser_ssp585,Kötümser (SSP5-8.5),2.5608,3.0781,2.0435,503.1,0.2155,1.1
Kahramanmaraş,Akdeniz,2044,kotumser_ssp585,Kötümser (SSP5-8.5),2.512,3.0395,1.9845,495.3,0.2115,1.1
Kahramanmaraş,Akdeniz,2045,kotumser_ssp585,Kötümser (SSP5-8.5),2.4634,3.0004,1.9264,487.5,0.2075,1.1
Kahramanmaraş,Akdeniz,2046,kotumser_ssp585,Kötümser (SSP5-8.5),2.415,2.9607,1.8692,479.6,0.2035,1.1
Kahramanmaraş,Akdeniz,2047,kotumser_ssp585,Kötümser (SSP5-8.5),2.3667,2.9205,1.8129,471.8,0.1995,1.1
Kahramanmaraş,Akdeniz,2048,kotumser_ssp585,Kötümser (SSP5-8.5),2.3186,2.8796,1.7575,464.0,0.1955,1.1
Kahramanmaraş,Akdeniz,2049,kotumser_ssp585,Kötümser (SSP5-8.5),2.2706,2.8382,1.7029,456.2,0.1915,1.1
Kahramanmaraş,Akdeniz,2050,kotumser_ssp585,Kötümser (SSP5-8.5),2.2228,2.7963,1.6493,448.4,0.1875,1.1
Burdur,Akdeniz,2025,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.4207,3.0456,440.4,0.2757,1.1
Burdur,Akdeniz,2026,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.4466,3.0198,439.1,0.2747,1.1
Burdur,Akdeniz,2027,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.4724,2.9939,437.8,0.2737,1.1
Burdur,Akdeniz,2028,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.4983,2.968,436.5,0.2727,1.1
Burdur,Akdeniz,2029,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.5241,2.9422,435.1,0.2717,1.1
Burdur,Akdeniz,2030,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.55,2.9163,433.8,0.2707,1.1
Burdur,Akdeniz,2031,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.5759,2.8904,432.5,0.2697,1.1
Burdur,Akdeniz,2032,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.6017,2.8646,431.2,0.2687,1.1
Burdur,Akdeniz,2033,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.6276,2.8387,429.8,0.2677,1.1
Burdur,Akdeniz,2034,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.6535,2.8129,428.5,0.2667,1.1
Burdur,Akdeniz,2035,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.6793,2.787,427.2,0.2657,1.1
Burdur,Akdeniz,2036,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.7052,2.7611,425.9,0.2647,1.1
Burdur,Akdeniz,2037,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.7311,2.7353,424.5,0.2637,1.1
Burdur,Akdeniz,2038,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.7569,2.7094,423.2,0.2627,1.1
Burdur,Akdeniz,2039,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.7828,2.6835,421.9,0.2617,1.1
Burdur,Akdeniz,2040,optimist_ssp126,İyimser (SSP1-2.6),3.2332,3.8087,2.6577,420.6,0.2607,1.1
Burdur,Akdeniz,2041,optimist_ssp126,İyimser (SSP1-2.6),3.0697,3.6407,2.4988,419.2,0.2597,1.1
Burdur,Akdeniz,2042,optimist_ssp126,İyimser (SSP1-2.6),3.0644,3.6589,2.4699,417.9,0.2587,1.1
Burdur,Akdeniz,2043,optimist_ssp126,İyimser (SSP1-2.6),3.0591,3.677,2.4411,416.6,0.2577,1.1
Burdur,Akdeniz,2044,optimist_ssp126,İyimser (SSP1-2.6),3.0537,3.695,2.4124,415.3,0.2567,1.1
Burdur,Akdeniz,2045,optimist_ssp126,İyimser (SSP1-2.6),3.0467,3.7109,2.3825,413.9,0.2557,1.1
Burdur,Akdeniz,2046,optimist_ssp126,İyimser (SSP1-2.6),3.0397,3.7267,2.3527,412.6,0.2547,1.1
Burdur,Akdeniz,2047,optimist_ssp126,İyimser (SSP1-2.6),3.0327,3.7424,2.3231,411.3,0.2537,1.1
Burdur,Akdeniz,2048,optimist_ssp126,İyimser (SSP1-2.6),3.0257,3.7579,2.2935,410.0,0.2527,1.1
Burdur,Akdeniz,2049,optimist_ssp126,İyimser (SSP1-2.6),3.0187,3.7734,2.264,408.6,0.2517,1.1
Burdur,Akdeniz,2050,optimist_ssp126,İyimser (SSP1-2.6),3.0117,3.7888,2.2347,407.3,0.2507,1.1
Burdur,Akdeniz,2025,orta_ssp245,Orta (SSP2-4.5),3.2332,3.4207,3.0456,439.1,0.2747,1.1
Burdur,Akdeniz,2026,orta_ssp245,Orta (SSP2-4.5),3.2332,3.4466,3.0198,436.5,0.2727,1.1
