il,ilce,year,month,ndvi
İstanbul,Zeytinburnu,2022,6,0.0862
İstanbul,Zeytinburnu,2022,7,0.1036
İstanbul,Zeytinburnu,2022,8,0.0529
İstanbul,Zeytinburnu,2022,9,0.0913
İstanbul,Zeytinburnu,2022,10,0.0717
İstanbul,Zeytinburnu,2022,11,0.037
İstanbul,Zeytinburnu,2022,12,
İstanbul,Zeytinburnu,2023,1,-0.0157
İstanbul,Zeytinburnu,2023,2,0.0007
İstanbul,Zeytinburnu,2023,3,
İstanbul,Zeytinburnu,2023,4,0.0649
İstanbul,Zeytinburnu,2023,5,0.1348
İstanbul,Zeytinburnu,2023,6,0.0947
İstanbul,Zeytinburnu,2023,7,0.1
İstanbul,Zeytinburnu,2023,8,0.0701
İstanbul,Zeytinburnu,2023,9,0.0699
İstanbul,Zeytinburnu,2023,10,0.096
İstanbul,Zeytinburnu,2023,11,
İstanbul,Zeytinburnu,2023,12,-0.037
İstanbul,Zeytinburnu,2024,1,0.0195
İstanbul,Zeytinburnu,2024,2,0.0102
İstanbul,Zeytinburnu,2024,3,0.0413
İstanbul,Zeytinburnu,2024,4,0.0714
İstanbul,Zeytinburnu,2024,5,0.128
İstanbul,Zeytinburnu,2024,6,0.1144
İstanbul,Zeytinburnu,2024,7,0.0906
İstanbul,Zeytinburnu,2024,8,0.0752
İstanbul,Zeytinburnu,2024,9,0.0717
İstanbul,Zeytinburnu,2024,10,0.0731
İstanbul,Zeytinburnu,2024,11,0.0052
İstanbul,Zeytinburnu,2024,12,-0.0193
İzmir,Aliağa,2019,1,
İzmir,Aliağa,2019,2,0.3073
İzmir,Aliağa,2019,3,0.3733
İzmir,Aliağa,2019,4,0.3772
İzmir,Aliağa,2019,5,0.3466
İzmir,Aliağa,2019,6,0.2187
İzmir,Aliağa,2019,7,0.2371
İzmir,Aliağa,2019,8,0.2191
İzmir,Aliağa,2019,9,0.2113
İzmir,Aliağa,2019,10,0.2791
İzmir,Aliağa,2019,11,0.2659
İzmir,Aliağa,2019,12,0.3474
İzmir,Aliağa,2020,1,0.3524
İzmir,Aliağa,2020,2,0.3397
İzmir,Aliağa,2020,3,0.4058
İzmir,Aliağa,2020,4,0.3865
İzmir,Aliağa,2020,5,
İzmir,Aliağa,2020,6,0.2241
İzmir,Aliağa,2020,7,0.2277
İzmir,Aliağa,2020,8,0.211
İzmir,Aliağa,2020,9,0.1958
İzmir,Aliağa,2020,10,0.1939
İzmir,Aliağa,2020,11,0.1899
İzmir,Aliağa,2020,12,0.2048
İzmir,Aliağa,2021,1,0.0293
İzmir,Aliağa,2021,2,0.3207
İzmir,Aliağa,2021,3,0.3342
İzmir,Aliağa,2021,4,0.397
İzmir,Aliağa,2021,5,0.3342
İzmir,Aliağa,2021,6,0.2392
İzmir,Aliağa,2021,7,0.224
İzmir,Aliağa,2021,8,0.2269
İzmir,Aliağa,2021,9,0.2074
İzmir,Aliağa,2021,10,0.2123
İzmir,Aliağa,2021,11,0.2202
İzmir,Aliağa,2021,12,0.3105
İzmir,Aliağa,2022,1,0.336
İzmir,Aliağa,2022,2,0.3428
İzmir,Aliağa,2022,3,0.5512
İzmir,Aliağa,2022,4,0.3732
İzmir,Aliağa,2022,5,0.3039
İzmir,Aliağa,2022,6,0.2184
İzmir,Aliağa,2022,7,0.2174
İzmir,Aliağa,2022,8,0.197
İzmir,Aliağa,2022,9,0.2234
İzmir,Aliağa,2022,10,0.2216
İzmir,Aliağa,2022,11,0.1866
İzmir,Aliağa,2022,12,0.2977
İzmir,Aliağa,2023,1,0.3033
İzmir,Aliağa,2023,2,0.3635
İzmir,Aliağa,2023,3,0.3566
İzmir,Aliağa,2023,4,0.4335
İzmir,Aliağa,2023,5,0.3112
İzmir,Aliağa,2023,6,0.2444
İzmir,Aliağa,2023,7,0.2449
İzmir,Aliağa,2023,8,0.2041
İzmir,Aliağa,2023,9,0.2294
İzmir,Aliağa,2023,10,0.2566
İzmir,Aliağa,2023,11,0.1695
İzmir,Aliağa,2023,12,0.3338
İzmir,Aliağa,2024,1,0.379
İzmir,Aliağa,2024,2,0.3914
İzmir,Aliağa,2024,3,0.3883
İzmir,Aliağa,2024,4,0.3916
İzmir,Aliağa,2024,5,0.3216
İzmir,Aliağa,2024,6,0.234
İzmir,Aliağa,2024,7,0.216
İzmir,Aliağa,2024,8,0.2205
İzmir,Aliağa,2024,9,0.2315
İzmir,Aliağa,2024,10,0.2414
İzmir,Aliağa,2024,11,0.2472
İzmir,Aliağa,2024,12,0.299
İzmir,Balçova,2019,1,
İzmir,Balçova,2019,2,0.253
İzmir,Balçova,2019,3,0.2511
İzmir,Balçova,2019,4,0.29
İzmir,Balçova,2019,5,0.258
İzmir,Balçova,2019,6,0.214
İzmir,Balçova,2019,7,0.2446
İzmir,Balçova,2019,8,0.2235
İzmir,Balçova,2019,9,0.232
İzmir,Balçova,2019,10,0.2598
İzmir,Balçova,2019,11,0.2483
İzmir,Balçova,2019,12,0.3061
İzmir,Balçova,2020,1,0.2924
İzmir,Balçova,2020,2,0.2553
İzmir,Balçova,2020,3,0.2886
İzmir,Balçova,2020,4,0.2837
İzmir,Balçova,2020,5,
İzmir,Balçova,2020,6,0.2337
İzmir,Balçova,2020,7,0.2823
İzmir,Balçova,2020,8,0.2209
İzmir,Balçova,2020,9,0.1802
İzmir,Balçova,2020,10,0.2098
İzmir,Balçova,2020,11,0.2168
İzmir,Balçova,2020,12,0.1471
İzmir,Balçova,2021,1,
İzmir,Balçova,2021,2,0.2349
İzmir,Balçova,2021,3,0.1999
İzmir,Balçova,2021,4,0.2704
İzmir,Balçova,2021,5,0.283
İzmir,Balçova,2021,6,0.2749
İzmir,Balçova,2021,7,0.2571
İzmir,Balçova,2021,8,0.221
İzmir,Balçova,2021,9,0.1933
İzmir,Balçova,2021,10,0.1816
İzmir,Balçova,2021,11,0.2098
İzmir,Balçova,2021,12,0.2598
İzmir,Balçova,2022,1,0.2684
İzmir,Balçova,2022,2,0.2774
İzmir,Balçova,2022,3,0.2889
İzmir,Balçova,2022,4,0.2913
İzmir,Balçova,2022,5,0.2857
İzmir,Balçova,2022,6,0.2835
İzmir,Balçova,2022,7,0.253
İzmir,Balçova,2022,8,0.167
İzmir,Balçova,2022,9,0.144
İzmir,Balçova,2022,10,0.126
İzmir,Balçova,2022,11,0.2003
İzmir,Balçova,2022,12,0.2835
İzmir,Balçova,2023,1,0.2812
İzmir,Balçova,2023,2,0.2357
İzmir,Balçova,2023,3,0.2271
İzmir,Balçova,2023,4,0.2475
İzmir,Balçova,2023,5,0.2888
İzmir,Balçova,2023,6,0.3021
İzmir,Balçova,2023,7,0.2764
İzmir,Balçova,2023,8,0.2155
İzmir,Balçova,2023,9,0.2165
İzmir,Balçova,2023,10,0.1789
İzmir,Balçova,2023,11,0.1867
İzmir,Balçova,2023,12,0.2166
İzmir,Balçova,2024,1,0.2756
İzmir,Balçova,2024,2,0.2549
İzmir,Balçova,2024,3,0.3299
İzmir,Balçova,2024,4,0.2955
İzmir,Balçova,2024,5,0.3232
İzmir,Balçova,2024,6,0.3071
İzmir,Balçova,2024,7,0.2617
İzmir,Balçova,2024,8,0.2752
İzmir,Balçova,2024,9,0.1931
İzmir,Balçova,2024,10,0.2309
İzmir,Balçova,2024,11,0.2702
İzmir,Balçova,2024,12,0.2644
İzmir,Bayındır,2019,1,
İzmir,Bayındır,2019,2,0.6164
İzmir,Bayındır,2019,3,0.6172
İzmir,Bayındır,2019,4,0.5609
İzmir,Bayındır,2019,5,0.4653
İzmir,Bayındır,2019,6,0.4863
İzmir,Bayındır,2019,7,0.5075
İzmir,Bayındır,2019,8,0.4659
İzmir,Bayındır,2019,9,0.4608
İzmir,Bayındır,2019,10,0.5084
İzmir,Bayındır,2019,11,0.5401
İzmir,Bayındır,2019,12,0.6093
İzmir,Bayındır,2020,1,0.6124
İzmir,Bayındır,2020,2,0.6367
İzmir,Bayındır,2020,3,0.6304
İzmir,Bayındır,2020,4,0.5616
İzmir,Bayındır,2020,5,0.4522
İzmir,Bayındır,2020,6,0.4762
İzmir,Bayındır,2020,7,0.5062
İzmir,Bayındır,2020,8,0.4565
İzmir,Bayındır,2020,9,0.4239
İzmir,Bayındır,2020,10,0.4624
İzmir,Bayındır,2020,11,0.4755
İzmir,Bayındır,2020,12,0.4286
İzmir,Bayındır,2021,1,0.6201
İzmir,Bayındır,2021,2,0.6263
İzmir,Bayındır,2021,3,0.6094
İzmir,Bayındır,2021,4,0.5358
İzmir,Bayındır,2021,5,0.4586
İzmir,Bayındır,2021,6,0.446
İzmir,Bayındır,2021,7,0.4986
İzmir,Bayındır,2021,8,0.4467
İzmir,Bayındır,2021,9,0.4346
İzmir,Bayındır,2021,10,0.5079
İzmir,Bayındır,2021,11,0.4875
İzmir,Bayındır,2021,12,0.6627
İzmir,Bayındır,2022,1,0.662
İzmir,Bayındır,2022,2,0.6378
İzmir,Bayındır,2022,3,0.6211
İzmir,Bayındır,2022,4,0.5693
İzmir,Bayındır,2022,5,0.4699
İzmir,Bayındır,2022,6,0.451
İzmir,Bayındır,2022,7,0.4714
İzmir,Bayındır,2022,8,0.4282
İzmir,Bayındır,2022,9,0.4198
İzmir,Bayındır,2022,10,0.3982
İzmir,Bayındır,2022,11,0.4502
İzmir,Bayındır,2022,12,0.5638
İzmir,Bayındır,2023,1,0.5729
İzmir,Bayındır,2023,2,0.6187
İzmir,Bayındır,2023,3,0.5519
İzmir,Bayındır,2023,4,0.5329
İzmir,Bayındır,2023,5,0.4975
İzmir,Bayındır,2023,6,0.5601
İzmir,Bayındır,2023,7,0.5434
İzmir,Bayındır,2023,8,0.4526
İzmir,Bayındır,2023,9,0.472
İzmir,Bayındır,2023,10,0.491
İzmir,Bayındır,2023,11,0.5149
İzmir,Bayındır,2023,12,0.5709
İzmir,Bayındır,2024,1,0.6523
İzmir,Bayındır,2024,2,0.6695
İzmir,Bayındır,2024,3,0.6662
İzmir,Bayındır,2024,4,0.5471
İzmir,Bayındır,2024,5,0.4836
İzmir,Bayındır,2024,6,0.4871
İzmir,Bayındır,2024,7,0.4651
İzmir,Bayındır,2024,8,0.4121
İzmir,Bayındır,2024,9,0.4754
İzmir,Bayındır,2024,10,0.4861
İzmir,Bayındır,2024,11,0.4839
İzmir,Bayındır,2024,12,0.5842
İzmir,Bayraklı,2019,1,
İzmir,Bayraklı,2019,2,0.1896
İzmir,Bayraklı,2019,3,0.2068
İzmir,Bayraklı,2019,4,0.229
İzmir,Bayraklı,2019,5,0.1955
İzmir,Bayraklı,2019,6,0.1825
İzmir,Bayraklı,2019,7,0.1779
İzmir,Bayraklı,2019,8,0.1461
İzmir,Bayraklı,2019,9,0.1357
İzmir,Bayraklı,2019,10,0.1624
İzmir,Bayraklı,2019,11,0.1383
İzmir,Bayraklı,2019,12,0.2028
İzmir,Bayraklı,2020,1,0.2047
İzmir,Bayraklı,2020,2,0.2017
İzmir,Bayraklı,2020,3,0.2173
İzmir,Bayraklı,2020,4,0.2347
İzmir,Bayraklı,2020,5,
İzmir,Bayraklı,2020,6,0.1592
İzmir,Bayraklı,2020,7,0.1773
İzmir,Bayraklı,2020,8,0.1476
İzmir,Bayraklı,2020,9,0.1242
İzmir,Bayraklı,2020,10,0.1503
İzmir,Bayraklı,2020,11,0.1611
İzmir,Bayraklı,2020,12,0.1523
İzmir,Bayraklı,2021,1,
İzmir,Bayraklı,2021,2,0.1767
İzmir,Bayraklı,2021,3,0.1586
İzmir,Bayraklı,2021,4,0.1921
İzmir,Bayraklı,2021,5,0.2021
İzmir,Bayraklı,2021,6,0.1748
İzmir,Bayraklı,2021,7,0.1665
İzmir,Bayraklı,2021,8,0.154
İzmir,Bayraklı,2021,9,0.1172
İzmir,Bayraklı,2021,10,0.1216
İzmir,Bayraklı,2021,11,0.1552
İzmir,Bayraklı,2021,12,0.181
İzmir,Bayraklı,2022,1,0.1959
İzmir,Bayraklı,2022,2,0.1668
İzmir,Bayraklı,2022,3,0.2106
İzmir,Bayraklı,2022,4,0.1413
İzmir,Bayraklı,2022,5,0.1878
İzmir,Bayraklı,2022,6,0.1706
İzmir,Bayraklı,2022,7,0.1659
İzmir,Bayraklı,2022,8,0.1426
İzmir,Bayraklı,2022,9,0.1204
İzmir,Bayraklı,2022,10,0.0836
İzmir,Bayraklı,2022,11,0.1328
İzmir,Bayraklı,2022,12,0.1811
İzmir,Bayraklı,2023,1,0.1781
İzmir,Bayraklı,2023,2,0.1773
İzmir,Bayraklı,2023,3,0.1935
İzmir,Bayraklı,2023,4,0.1984
İzmir,Bayraklı,2023,5,0.2217
İzmir,Bayraklı,2023,6,0.1883
İzmir,Bayraklı,2023,7,0.196
İzmir,Bayraklı,2023,8,0.1424
İzmir,Bayraklı,2023,9,0.1514
İzmir,Bayraklı,2023,10,0.1384
İzmir,Bayraklı,2023,11,0.1416
İzmir,Bayraklı,2023,12,0.2096
İzmir,Bayraklı,2024,1,0.2091
İzmir,Bayraklı,2024,2,0.2134
İzmir,Bayraklı,2024,3,0.2109
İzmir,Bayraklı,2024,4,0.201
İzmir,Bayraklı,2024,5,0.2135
İzmir,Bayraklı,2024,6,0.1871
İzmir,Bayraklı,2024,7,0.1622
İzmir,Bayraklı,2024,8,0.1546
İzmir,Bayraklı,2024,9,0.1483
İzmir,Bayraklı,2024,10,0.1365
İzmir,Bayraklı,2024,11,0.1418
İzmir,Bayraklı,2024,12,0.2109
İzmir,Bergama,2019,1,
İzmir,Bergama,2019,2,0.4117
İzmir,Bergama,2019,3,0.47
İzmir,Bergama,2019,4,
İzmir,Bergama,2019,5,0.4595
İzmir,Bergama,2019,6,0.3589
İzmir,Bergama,2019,7,0.3866
İzmir,Bergama,2019,8,0.3826
İzmir,Bergama,2019,9,0.3683
İzmir,Bergama,2019,10,0.4207
İzmir,Bergama,2019,11,0.2808
İzmir,Bergama,2019,12,
İzmir,Bergama,2020,1,0.5087
İzmir,Bergama,2020,2,0.529
İzmir,Bergama,2020,3,0.5647
İzmir,Bergama,2020,4,0.51
İzmir,Bergama,2020,5,
İzmir,Bergama,2020,6,0.365
İzmir,Bergama,2020,7,0.3764
İzmir,Bergama,2020,8,0.369
İzmir,Bergama,2020,9,0.3344
İzmir,Bergama,2020,10,0.3427
İzmir,Bergama,2020,11,0.3824
İzmir,Bergama,2020,12,
İzmir,Bergama,2021,1,0.2421
İzmir,Bergama,2021,2,0.4745
İzmir,Bergama,2021,3,0.4703
İzmir,Bergama,2021,4,0.4917
İzmir,Bergama,2021,5,0.4312
İzmir,Bergama,2021,6,0.3493
İzmir,Bergama,2021,7,0.379
İzmir,Bergama,2021,8,0.383
İzmir,Bergama,2021,9,0.3674
İzmir,Bergama,2021,10,0.3609
İzmir,Bergama,2021,11,
İzmir,Bergama,2021,12,0.4859
İzmir,Bergama,2022,1,0.5076
İzmir,Bergama,2022,2,0.4873
İzmir,Bergama,2022,3,
İzmir,Bergama,2022,4,0.4653
İzmir,Bergama,2022,5,0.3978
İzmir,Bergama,2022,6,0.3456
İzmir,Bergama,2022,7,0.3524
İzmir,Bergama,2022,8,0.3607
İzmir,Bergama,2022,9,0.371
İzmir,Bergama,2022,10,0.3313
İzmir,Bergama,2022,11,0.3036
İzmir,Bergama,2022,12,0.419
İzmir,Bergama,2023,1,0.4452
İzmir,Bergama,2023,2,0.4681
İzmir,Bergama,2023,3,
İzmir,Bergama,2023,4,
İzmir,Bergama,2023,5,0.4985
İzmir,Bergama,2023,6,0.3704
İzmir,Bergama,2023,7,0.3796
İzmir,Bergama,2023,8,0.3769
İzmir,Bergama,2023,9,0.3672
İzmir,Bergama,2023,10,0.3669
İzmir,Bergama,2023,11,0.3235
İzmir,Bergama,2023,12,0.5257
İzmir,Bergama,2024,1,0.5598
İzmir,Bergama,2024,2,0.5303
İzmir,Bergama,2024,3,0.5556
İzmir,Bergama,2024,4,0.5215
İzmir,Bergama,2024,5,0.4135
İzmir,Bergama,2024,6,0.3319
İzmir,Bergama,2024,7,0.3653
İzmir,Bergama,2024,8,0.3647
İzmir,Bergama,2024,9,0.3735
İzmir,Bergama,2024,10,0.3452
İzmir,Bergama,2024,11,0.3192
İzmir,Bergama,2024,12,0.4427
İzmir,Beydağ,2019,1,0.3789
İzmir,Beydağ,2019,2,0.4984
İzmir,Beydağ,2019,3,0.5204
İzmir,Beydağ,2019,4,0.5337
İzmir,Beydağ,2019,5,0.5242
İzmir,Beydağ,2019,6,0.5006
İzmir,Beydağ,2019,7,0.4994
İzmir,Beydağ,2019,8,0.4738
İzmir,Beydağ,2019,9,0.4571
İzmir,Beydağ,2019,10,0.5101
İzmir,Beydağ,2019,11,0.5167
İzmir,Beydağ,2019,12,0.5673
İzmir,Beydağ,2020,1,0.5055
İzmir,Beydağ,2020,2,0.5206
İzmir,Beydağ,2020,3,0.5363
İzmir,Beydağ,2020,4,0.546
İzmir,Beydağ,2020,5,0.5361
İzmir,Beydağ,2020,6,0.4907
İzmir,Beydağ,2020,7,0.4946
İzmir,Beydağ,2020,8,0.453
İzmir,Beydağ,2020,9,0.4233
İzmir,Beydağ,2020,10,0.4256
İzmir,Beydağ,2020,11,0.4718
İzmir,Beydağ,2020,12,0.3802
İzmir,Beydağ,2021,1,0.4882
İzmir,Beydağ,2021,2,0.5527
İzmir,Beydağ,2021,3,0.549
İzmir,Beydağ,2021,4,0.5304
İzmir,Beydağ,2021,5,0.4816
İzmir,Beydağ,2021,6,0.4425
İzmir,Beydağ,2021,7,0.4628
İzmir,Beydağ,2021,8,0.4194
İzmir,Beydağ,2021,9,0.411
İzmir,Beydağ,2021,10,0.4433
İzmir,Beydağ,2021,11,0.5098
İzmir,Beydağ,2021,12,0.5512
İzmir,Beydağ,2022,1,0.5775
İzmir,Beydağ,2022,2,0.553
İzmir,Beydağ,2022,3,0.5206
İzmir,Beydağ,2022,4,0.5351
İzmir,Beydağ,2022,5,0.4947
İzmir,Beydağ,2022,6,0.4109
İzmir,Beydağ,2022,7,0.4965
İzmir,Beydağ,2022,8,0.4457
İzmir,Beydağ,2022,9,0.4465
İzmir,Beydağ,2022,10,0.4422
İzmir,Beydağ,2022,11,0.4453
İzmir,Beydağ,2022,12,0.5098
İzmir,Beydağ,2023,1,0.528
İzmir,Beydağ,2023,2,0.5194
İzmir,Beydağ,2023,3,0.4715
İzmir,Beydağ,2023,4,0.5883
İzmir,Beydağ,2023,5,0.4881
İzmir,Beydağ,2023,6,0.5667
İzmir,Beydağ,2023,7,0.5692
İzmir,Beydağ,2023,8,0.4899
İzmir,Beydağ,2023,9,0.5226
İzmir,Beydağ,2023,10,0.5615
İzmir,Beydağ,2023,11,0.5652
İzmir,Beydağ,2023,12,0.5403
İzmir,Beydağ,2024,1,0.6069
İzmir,Beydağ,2024,2,0.555
İzmir,Beydağ,2024,3,0.565
İzmir,Beydağ,2024,4,0.5736
İzmir,Beydağ,2024,5,0.5028
İzmir,Beydağ,2024,6,0.4909
İzmir,Beydağ,2024,7,0.4647
İzmir,Beydağ,2024,8,0.4122
İzmir,Beydağ,2024,9,0.4473
İzmir,Beydağ,2024,10,0.4776
İzmir,Beydağ,2024,11,0.4791
İzmir,Beydağ,2024,12,0.5359
İzmir,Bornova,2019,1,
İzmir,Bornova,2019,2,0.3201
İzmir,Bornova,2019,3,0.3354
İzmir,Bornova,2019,4,0.3251
İzmir,Bornova,2019,5,0.278
İzmir,Bornova,2019,6,0.2618
İzmir,Bornova,2019,7,0.2535
İzmir,Bornova,2019,8,0.2521
İzmir,Bornova,2019,9,0.2493
İzmir,Bornova,2019,10,0.2748
İzmir,Bornova,2019,11,0.229
İzmir,Bornova,2019,12,0.3348
İzmir,Bornova,2020,1,0.3346
İzmir,Bornova,2020,2,0.3354
İzmir,Bornova,2020,3,0.346
İzmir,Bornova,2020,4,0.3514
İzmir,Bornova,2020,5,
İzmir,Bornova,2020,6,0.2227
İzmir,Bornova,2020,7,0.259
İzmir,Bornova,2020,8,0.244
İzmir,Bornova,2020,9,0.23
İzmir,Bornova,2020,10,0.2557
İzmir,Bornova,2020,11,0.2923
İzmir,Bornova,2020,12,0.2755
İzmir,Bornova,2021,1,
İzmir,Bornova,2021,2,0.3171
İzmir,Bornova,2021,3,0.3132
İzmir,Bornova,2021,4,0.2836
İzmir,Bornova,2021,5,0.2966
İzmir,Bornova,2021,6,0.2331
İzmir,Bornova,2021,7,0.2425
İzmir,Bornova,2021,8,0.2514
İzmir,Bornova,2021,9,0.2378
İzmir,Bornova,2021,10,0.2694
İzmir,Bornova,2021,11,0.2977
İzmir,Bornova,2021,12,0.3529
İzmir,Bornova,2022,1,0.3451
İzmir,Bornova,2022,2,0.3295
İzmir,Bornova,2022,3,0.3189
İzmir,Bornova,2022,4,0.2617
İzmir,Bornova,2022,5,0.2852
İzmir,Bornova,2022,6,0.2499
İzmir,Bornova,2022,7,0.2458
İzmir,Bornova,2022,8,0.2368
İzmir,Bornova,2022,9,0.2593
İzmir,Bornova,2022,10,0.2405
İzmir,Bornova,2022,11,0.2531
İzmir,Bornova,2022,12,0.3016
İzmir,Bornova,2023,1,0.314
İzmir,Bornova,2023,2,0.3271
İzmir,Bornova,2023,3,0.2953
İzmir,Bornova,2023,4,
İzmir,Bornova,2023,5,0.2865
İzmir,Bornova,2023,6,0.2646
İzmir,Bornova,2023,7,0.2755
İzmir,Bornova,2023,8,0.2425
İzmir,Bornova,2023,9,0.2653
İzmir,Bornova,2023,10,0.2645
İzmir,Bornova,2023,11,0.2466
İzmir,Bornova,2023,12,0.3802
İzmir,Bornova,2024,1,0.3746
İzmir,Bornova,2024,2,0.3616
İzmir,Bornova,2024,3,0.37
İzmir,Bornova,2024,4,0.3038
İzmir,Bornova,2024,5,0.3022
İzmir,Bornova,2024,6,0.2619
İzmir,Bornova,2024,7,0.2573
İzmir,Bornova,2024,8,0.2505
İzmir,Bornova,2024,9,0.2785
İzmir,Bornova,2024,10,0.2864
İzmir,Bornova,2024,11,0.293
İzmir,Bornova,2024,12,0.3141
İzmir,Buca,2019,1,
İzmir,Buca,2019,2,0.324
İzmir,Buca,2019,3,0.3343
İzmir,Buca,2019,4,0.3173
İzmir,Buca,2019,5,0.2667
İzmir,Buca,2019,6,0.2749
İzmir,Buca,2019,7,0.2742
İzmir,Buca,2019,8,0.269
İzmir,Buca,2019,9,0.2675
İzmir,Buca,2019,10,0.301
İzmir,Buca,2019,11,0.2713
İzmir,Buca,2019,12,0.3486
İzmir,Buca,2020,1,0.3347
İzmir,Buca,2020,2,0.3429
İzmir,Buca,2020,3,0.3475
İzmir,Buca,2020,4,0.3486
İzmir,Buca,2020,5,
İzmir,Buca,2020,6,0.2415
İzmir,Buca,2020,7,0.2682
İzmir,Buca,2020,8,0.2584
İzmir,Buca,2020,9,0.2419
İzmir,Buca,2020,10,0.2223
İzmir,Buca,2020,11,0.2976
İzmir,Buca,2020,12,0.2519
İzmir,Buca,2021,1,
İzmir,Buca,2021,2,0.3163
İzmir,Buca,2021,3,0.3135
İzmir,Buca,2021,4,0.2979
İzmir,Buca,2021,5,0.2994
İzmir,Buca,2021,6,0.2716
İzmir,Buca,2021,7,0.2597
İzmir,Buca,2021,8,0.2622
İzmir,Buca,2021,9,0.247
İzmir,Buca,2021,10,0.2816
İzmir,Buca,2021,11,0.31
İzmir,Buca,2021,12,0.3511
İzmir,Buca,2022,1,0.3416
İzmir,Buca,2022,2,0.3246
İzmir,Buca,2022,3,0.3214
İzmir,Buca,2022,4,0.282
İzmir,Buca,2022,5,0.2943
İzmir,Buca,2022,6,0.2651
İzmir,Buca,2022,7,0.2606
İzmir,Buca,2022,8,0.253
İzmir,Buca,2022,9,0.2688
İzmir,Buca,2022,10,0.2397
İzmir,Buca,2022,11,0.2544
İzmir,Buca,2022,12,0.2928
İzmir,Buca,2023,1,0.2995
İzmir,Buca,2023,2,0.326
İzmir,Buca,2023,3,0.2756
İzmir,Buca,2023,4,
İzmir,Buca,2023,5,0.3177
İzmir,Buca,2023,6,0.2891
İzmir,Buca,2023,7,0.283
İzmir,Buca,2023,8,0.2654
İzmir,Buca,2023,9,0.2804
İzmir,Buca,2023,10,0.2892
İzmir,Buca,2023,11,0.2853
İzmir,Buca,2023,12,0.3761
İzmir,Buca,2024,1,0.3571
İzmir,Buca,2024,2,0.3553
İzmir,Buca,2024,3,0.3584
İzmir,Buca,2024,4,0.3042
İzmir,Buca,2024,5,0.311
İzmir,Buca,2024,6,0.2788
İzmir,Buca,2024,7,0.2727
İzmir,Buca,2024,8,0.268
İzmir,Buca,2024,9,0.2883
İzmir,Buca,2024,10,0.3078
İzmir,Buca,2024,11,0.3055
İzmir,Buca,2024,12,0.3285
İzmir,Çeşme,2019,1,
İzmir,Çeşme,2019,2,0.1006
İzmir,Çeşme,2019,3,0.1754
İzmir,Çeşme,2019,4,0.1907
İzmir,Çeşme,2019,5,0.2121
İzmir,Çeşme,2019,6,0.1448
İzmir,Çeşme,2019,7,0.1374
İzmir,Çeşme,2019,8,0.1376
İzmir,Çeşme,2019,9,0.1136
İzmir,Çeşme,2019,10,0.1073
İzmir,Çeşme,2019,11,0.0827
İzmir,Çeşme,2019,12,0.1442
İzmir,Çeşme,2020,1,0.1497
İzmir,Çeşme,2020,2,0.1446
İzmir,Çeşme,2020,3,0.2248
İzmir,Çeşme,2020,4,0.172
İzmir,Çeşme,2020,5,
İzmir,Çeşme,2020,6,0.1584
İzmir,Çeşme,2020,7,0.1354
İzmir,Çeşme,2020,8,0.1299
İzmir,Çeşme,2020,9,0.1529
İzmir,Çeşme,2020,10,0.1175
İzmir,Çeşme,2020,11,0.0332
İzmir,Çeşme,2020,12,0.0203
İzmir,Çeşme,2021,1,
İzmir,Çeşme,2021,2,0.1319
İzmir,Çeşme,2021,3,0.1388
İzmir,Çeşme,2021,4,0.2143
İzmir,Çeşme,2021,5,0.1636
İzmir,Çeşme,2021,6,0.1555
İzmir,Çeşme,2021,7,0.1324
İzmir,Çeşme,2021,8,0.1557
İzmir,Çeşme,2021,9,0.1857
İzmir,Çeşme,2021,10,0.1418
İzmir,Çeşme,2021,11,0.0888
İzmir,Çeşme,2021,12,0.1431
İzmir,Çeşme,2022,1,0.0638
İzmir,Çeşme,2022,2,0.1161
İzmir,Çeşme,2022,3,
İzmir,Çeşme,2022,4,0.2022
İzmir,Çeşme,2022,5,0.1625
İzmir,Çeşme,2022,6,0.1434
İzmir,Çeşme,2022,7,0.1378
İzmir,Çeşme,2022,8,0.1354
İzmir,Çeşme,2022,9,0.1578
İzmir,Çeşme,2022,10,0.1336
İzmir,Çeşme,2022,11,0.1209
İzmir,Çeşme,2022,12,0.1464
İzmir,Çeşme,2023,1,-0.0196
İzmir,Çeşme,2023,2,0.1035
İzmir,Çeşme,2023,3,0.168
İzmir,Çeşme,2023,4,0.2195
İzmir,Çeşme,2023,5,0.1746
İzmir,Çeşme,2023,6,0.1727
İzmir,Çeşme,2023,7,0.1596
İzmir,Çeşme,2023,8,0.1432
İzmir,Çeşme,2023,9,0.1606
İzmir,Çeşme,2023,10,0.1708
İzmir,Çeşme,2023,11,
İzmir,Çeşme,2023,12,0.1777
İzmir,Çeşme,2024,1,0.1684
İzmir,Çeşme,2024,2,0.1173
İzmir,Çeşme,2024,3,0.113
İzmir,Çeşme,2024,4,0.2177
İzmir,Çeşme,2024,5,0.2125
İzmir,Çeşme,2024,6,0.1708
İzmir,Çeşme,2024,7,0.1142
İzmir,Çeşme,2024,8,0.1654
İzmir,Çeşme,2024,9,0.1675
İzmir,Çeşme,2024,10,0.2006
İzmir,Çeşme,2024,11,0.164
İzmir,Çeşme,2024,12,0.1855
İzmir,Çiğli,2019,1,
İzmir,Çiğli,2019,2,0.2469
İzmir,Çiğli,2019,3,0.2555
İzmir,Çiğli,2019,4,0.2667
