year,month,precip_mm,il,source,drought_year
2006,10,145.8,Osmaniye,Open-Meteo (ERA5),False
2006,11,73.8,Osmaniye,Open-Meteo (ERA5),False
2006,12,7.7,Osmaniye,Open-Meteo (ERA5),False
2007,1,64.8,Osmaniye,Open-Meteo (ERA5),False
2007,2,118.2,Osmaniye,Open-Meteo (ERA5),False
2007,3,113.4,Osmaniye,Open-Meteo (ERA5),False
2007,4,92.4,Osmaniye,Open-Meteo (ERA5),False
2007,5,92.4,Osmaniye,Open-Meteo (ERA5),False
2007,6,6.0,Osmaniye,Open-Meteo (ERA5),False
2007,7,3.7,Osmaniye,Open-Meteo (ERA5),False
2007,8,8.0,Osmaniye,Open-Meteo (ERA5),False
2007,9,2.8,Osmaniye,Open-Meteo (ERA5),False
2007,10,30.1,Osmaniye,Open-Meteo (ERA5),False
2007,11,77.3,Osmaniye,Open-Meteo (ERA5),False
2007,12,96.1,Osmaniye,Open-Meteo (ERA5),False
2008,1,69.7,Osmaniye,Open-Meteo (ERA5),False
2008,2,109.8,Osmaniye,Open-Meteo (ERA5),False
2008,3,67.4,Osmaniye,Open-Meteo (ERA5),False
2008,4,43.9,Osmaniye,Open-Meteo (ERA5),False
2008,5,37.6,Osmaniye,Open-Meteo (ERA5),False
2008,6,8.0,Osmaniye,Open-Meteo (ERA5),False
2008,7,1.3,Osmaniye,Open-Meteo (ERA5),False
2008,8,11.8,Osmaniye,Open-Meteo (ERA5),False
2008,9,81.3,Osmaniye,Open-Meteo (ERA5),False
2008,10,62.1,Osmaniye,Open-Meteo (ERA5),False
2008,11,66.9,Osmaniye,Open-Meteo (ERA5),False
2008,12,79.7,Osmaniye,Open-Meteo (ERA5),False
2009,1,92.1,Osmaniye,Open-Meteo (ERA5),False
2009,2,147.7,Osmaniye,Open-Meteo (ERA5),False
2009,3,148.1,Osmaniye,Open-Meteo (ERA5),False
2009,4,123.8,Osmaniye,Open-Meteo (ERA5),False
2009,5,68.5,Osmaniye,Open-Meteo (ERA5),False
2009,6,6.7,Osmaniye,Open-Meteo (ERA5),False
2009,7,17.6,Osmaniye,Open-Meteo (ERA5),False
2009,8,0.3,Osmaniye,Open-Meteo (ERA5),False
2009,9,32.5,Osmaniye,Open-Meteo (ERA5),False
2009,10,45.3,Osmaniye,Open-Meteo (ERA5),False
2009,11,107.5,Osmaniye,Open-Meteo (ERA5),False
2009,12,117.7,Osmaniye,Open-Meteo (ERA5),False
2010,1,241.6,Osmaniye,Open-Meteo (ERA5),False
2010,2,98.3,Osmaniye,Open-Meteo (ERA5),False
2010,3,72.1,Osmaniye,Open-Meteo (ERA5),False
2010,4,106.8,Osmaniye,Open-Meteo (ERA5),False
2010,5,45.9,Osmaniye,Open-Meteo (ERA5),False
2010,6,26.5,Osmaniye,Open-Meteo (ERA5),False
2010,7,5.3,Osmaniye,Open-Meteo (ERA5),False
2010,8,0.0,Osmaniye,Open-Meteo (ERA5),False
2010,9,7.0,Osmaniye,Open-Meteo (ERA5),False
2010,10,92.3,Osmaniye,Open-Meteo (ERA5),False
2010,11,3.7,Osmaniye,Open-Meteo (ERA5),False
2010,12,137.7,Osmaniye,Open-Meteo (ERA5),False
2011,1,79.9,Osmaniye,Open-Meteo (ERA5),False
2011,2,81.7,Osmaniye,Open-Meteo (ERA5),False
2011,3,95.0,Osmaniye,Open-Meteo (ERA5),False
2011,4,199.4,Osmaniye,Open-Meteo (ERA5),False
2011,5,78.0,Osmaniye,Open-Meteo (ERA5),False
2011,6,66.8,Osmaniye,Open-Meteo (ERA5),False
2011,7,1.6,Osmaniye,Open-Meteo (ERA5),False
2011,8,7.6,Osmaniye,Open-Meteo (ERA5),False
2011,9,34.7,Osmaniye,Open-Meteo (ERA5),False
2011,10,65.0,Osmaniye,Open-Meteo (ERA5),False
2011,11,78.3,Osmaniye,Open-Meteo (ERA5),False
2011,12,84.0,Osmaniye,Open-Meteo (ERA5),False
2012,1,168.5,Osmaniye,Open-Meteo (ERA5),False
2012,2,148.2,Osmaniye,Open-Meteo (ERA5),False
2012,3,69.9,Osmaniye,Open-Meteo (ERA5),False
2012,4,45.1,Osmaniye,Open-Meteo (ERA5),False
2012,5,103.5,Osmaniye,Open-Meteo (ERA5),False
2012,6,31.5,Osmaniye,Open-Meteo (ERA5),False
2012,7,4.9,Osmaniye,Open-Meteo (ERA5),False
2012,8,3.2,Osmaniye,Open-Meteo (ERA5),False
2012,9,5.2,Osmaniye,Open-Meteo (ERA5),False
2012,10,116.2,Osmaniye,Open-Meteo (ERA5),False
2012,11,73.9,Osmaniye,Open-Meteo (ERA5),False
2012,12,212.6,Osmaniye,Open-Meteo (ERA5),False
2013,1,91.3,Osmaniye,Open-Meteo (ERA5),False
2013,2,116.1,Osmaniye,Open-Meteo (ERA5),False
2013,3,71.2,Osmaniye,Open-Meteo (ERA5),False
2013,4,107.0,Osmaniye,Open-Meteo (ERA5),False
2013,5,93.9,Osmaniye,Open-Meteo (ERA5),False
2013,6,5.0,Osmaniye,Open-Meteo (ERA5),False
2013,7,1.7,Osmaniye,Open-Meteo (ERA5),False
2013,8,1.2,Osmaniye,Open-Meteo (ERA5),False
2013,9,37.7,Osmaniye,Open-Meteo (ERA5),False
2013,10,38.9,Osmaniye,Open-Meteo (ERA5),False
2013,11,34.0,Osmaniye,Open-Meteo (ERA5),False
2013,12,58.6,Osmaniye,Open-Meteo (ERA5),False
2014,1,57.4,Osmaniye,Open-Meteo (ERA5),False
2014,2,26.3,Osmaniye,Open-Meteo (ERA5),False
2014,3,117.4,Osmaniye,Open-Meteo (ERA5),False
2014,4,50.7,Osmaniye,Open-Meteo (ERA5),False
2014,5,50.6,Osmaniye,Open-Meteo (ERA5),False
2014,6,29.1,Osmaniye,Open-Meteo (ERA5),False
2014,7,9.2,Osmaniye,Open-Meteo (ERA5),False
2014,8,14.6,Osmaniye,Open-Meteo (ERA5),False
2014,9,168.6,Osmaniye,Open-Meteo (ERA5),False
2014,10,109.9,Osmaniye,Open-Meteo (ERA5),False
2014,11,43.9,Osmaniye,Open-Meteo (ERA5),False
2014,12,86.9,Osmaniye,Open-Meteo (ERA5),False
2015,1,186.5,Osmaniye,Open-Meteo (ERA5),False
2015,2,179.7,Osmaniye,Open-Meteo (ERA5),False
2015,3,164.1,Osmaniye,Open-Meteo (ERA5),False
2015,4,100.3,Osmaniye,Open-Meteo (ERA5),False
2015,5,49.4,Osmaniye,Open-Meteo (ERA5),False
2015,6,27.0,Osmaniye,Open-Meteo (ERA5),False
2015,7,3.7,Osmaniye,Open-Meteo (ERA5),False
2015,8,5.9,Osmaniye,Open-Meteo (ERA5),False
2015,9,16.0,Osmaniye,Open-Meteo (ERA5),False
2015,10,114.6,Osmaniye,Open-Meteo (ERA5),False
2015,11,40.2,Osmaniye,Open-Meteo (ERA5),False
2015,12,17.1,Osmaniye,Open-Meteo (ERA5),False
2016,1,100.2,Osmaniye,Open-Meteo (ERA5),False
2016,2,58.6,Osmaniye,Open-Meteo (ERA5),False
2016,3,98.8,Osmaniye,Open-Meteo (ERA5),False
2016,4,26.0,Osmaniye,Open-Meteo (ERA5),False
2016,5,83.7,Osmaniye,Open-Meteo (ERA5),False
2016,6,15.1,Osmaniye,Open-Meteo (ERA5),False
2016,7,2.3,Osmaniye,Open-Meteo (ERA5),False
2016,8,11.8,Osmaniye,Open-Meteo (ERA5),False
2016,9,78.1,Osmaniye,Open-Meteo (ERA5),False
2016,10,24.7,Osmaniye,Open-Meteo (ERA5),False
2016,11,74.9,Osmaniye,Open-Meteo (ERA5),False
2016,12,177.8,Osmaniye,Open-Meteo (ERA5),False
2017,1,92.7,Osmaniye,Open-Meteo (ERA5),False
2017,2,5.5,Osmaniye,Open-Meteo (ERA5),False
2017,3,137.7,Osmaniye,Open-Meteo (ERA5),False
2017,4,156.0,Osmaniye,Open-Meteo (ERA5),False
2017,5,107.4,Osmaniye,Open-Meteo (ERA5),False
2017,6,25.2,Osmaniye,Open-Meteo (ERA5),False
2017,7,1.0,Osmaniye,Open-Meteo (ERA5),False
2017,8,33.1,Osmaniye,Open-Meteo (ERA5),False
2017,9,16.9,Osmaniye,Open-Meteo (ERA5),False
2017,10,99.2,Osmaniye,Open-Meteo (ERA5),False
2017,11,55.8,Osmaniye,Open-Meteo (ERA5),False
2017,12,70.0,Osmaniye,Open-Meteo (ERA5),False
2018,1,155.3,Osmaniye,Open-Meteo (ERA5),False
2018,2,102.5,Osmaniye,Open-Meteo (ERA5),False
2018,3,120.8,Osmaniye,Open-Meteo (ERA5),False
2018,4,51.6,Osmaniye,Open-Meteo (ERA5),False
2018,5,68.7,Osmaniye,Open-Meteo (ERA5),False
2018,6,128.4,Osmaniye,Open-Meteo (ERA5),False
2018,7,15.3,Osmaniye,Open-Meteo (ERA5),False
2018,8,21.5,Osmaniye,Open-Meteo (ERA5),False
2018,9,15.2,Osmaniye,Open-Meteo (ERA5),False
2018,10,63.2,Osmaniye,Open-Meteo (ERA5),False
2018,11,61.8,Osmaniye,Open-Meteo (ERA5),False
2018,12,200.7,Osmaniye,Open-Meteo (ERA5),False
2019,1,225.0,Osmaniye,Open-Meteo (ERA5),False
2019,2,146.4,Osmaniye,Open-Meteo (ERA5),False
2019,3,120.5,Osmaniye,Open-Meteo (ERA5),False
2019,4,128.7,Osmaniye,Open-Meteo (ERA5),False
2019,5,20.4,Osmaniye,Open-Meteo (ERA5),False
2019,6,60.9,Osmaniye,Open-Meteo (ERA5),False
2019,7,32.7,Osmaniye,Open-Meteo (ERA5),False
2019,8,19.6,Osmaniye,Open-Meteo (ERA5),False
2019,9,11.7,Osmaniye,Open-Meteo (ERA5),False
2019,10,61.1,Osmaniye,Open-Meteo (ERA5),False
2019,11,36.4,Osmaniye,Open-Meteo (ERA5),False
2019,12,163.9,Osmaniye,Open-Meteo (ERA5),False
2020,1,109.8,Osmaniye,Open-Meteo (ERA5),False
2020,2,150.3,Osmaniye,Open-Meteo (ERA5),False
2020,3,192.2,Osmaniye,Open-Meteo (ERA5),False
2020,4,111.8,Osmaniye,Open-Meteo (ERA5),False
2020,5,75.6,Osmaniye,Open-Meteo (ERA5),False
2020,6,30.3,Osmaniye,Open-Meteo (ERA5),False
2020,7,21.2,Osmaniye,Open-Meteo (ERA5),False
2020,8,8.3,Osmaniye,Open-Meteo (ERA5),False
2020,9,7.3,Osmaniye,Open-Meteo (ERA5),False
2020,10,3.9,Osmaniye,Open-Meteo (ERA5),False
2020,11,61.6,Osmaniye,Open-Meteo (ERA5),False
2020,12,41.9,Osmaniye,Open-Meteo (ERA5),False
2021,1,172.6,Osmaniye,Open-Meteo (ERA5),False
2021,2,38.0,Osmaniye,Open-Meteo (ERA5),False
2021,3,292.6,Osmaniye,Open-Meteo (ERA5),False
2021,4,61.3,Osmaniye,Open-Meteo (ERA5),False
2021,5,5.5,Osmaniye,Open-Meteo (ERA5),False
2021,6,12.0,Osmaniye,Open-Meteo (ERA5),False
2021,7,3.2,Osmaniye,Open-Meteo (ERA5),False
2021,8,3.3,Osmaniye,Open-Meteo (ERA5),False
2021,9,25.2,Osmaniye,Open-Meteo (ERA5),False
2021,10,8.8,Osmaniye,Open-Meteo (ERA5),False
2021,11,45.1,Osmaniye,Open-Meteo (ERA5),False
2021,12,131.2,Osmaniye,Open-Meteo (ERA5),False
2022,1,192.5,Osmaniye,Open-Meteo (ERA5),False
2022,2,77.5,Osmaniye,Open-Meteo (ERA5),False
2022,3,135.7,Osmaniye,Open-Meteo (ERA5),False
2022,4,39.9,Osmaniye,Open-Meteo (ERA5),False
2022,5,54.7,Osmaniye,Open-Meteo (ERA5),False
2022,6,26.5,Osmaniye,Open-Meteo (ERA5),False
2022,7,1.2,Osmaniye,Open-Meteo (ERA5),False
2022,8,9.3,Osmaniye,Open-Meteo (ERA5),False
2022,9,16.5,Osmaniye,Open-Meteo (ERA5),False
2022,10,42.4,Osmaniye,Open-Meteo (ERA5),False
2022,11,50.7,Osmaniye,Open-Meteo (ERA5),False
2022,12,24.3,Osmaniye,Open-Meteo (ERA5),False
2023,1,49.6,Osmaniye,Open-Meteo (ERA5),False
2023,2,56.7,Osmaniye,Open-Meteo (ERA5),False
2023,3,199.6,Osmaniye,Open-Meteo (ERA5),False
2023,4,107.6,Osmaniye,Open-Meteo (ERA5),False
2023,5,64.9,Osmaniye,Open-Meteo (ERA5),False
2023,6,46.7,Osmaniye,Open-Meteo (ERA5),False
2023,7,6.0,Osmaniye,Open-Meteo (ERA5),False
2023,8,31.9,Osmaniye,Open-Meteo (ERA5),False
2023,9,13.7,Osmaniye,Open-Meteo (ERA5),False
2023,10,64.6,Osmaniye,Open-Meteo (ERA5),False
2023,11,85.6,Osmaniye,Open-Meteo (ERA5),False
2023,12,48.6,Osmaniye,Open-Meteo (ERA5),False
2024,1,174.7,Osmaniye,Open-Meteo (ERA5),False
2024,2,110.8,Osmaniye,Open-Meteo (ERA5),False
2024,3,62.4,Osmaniye,Open-Meteo (ERA5),False
2024,4,92.7,Osmaniye,Open-Meteo (ERA5),False
2024,5,125.7,Osmaniye,Open-Meteo (ERA5),False
2024,6,5.4,Osmaniye,Open-Meteo (ERA5),False
2024,7,28.2,Osmaniye,Open-Meteo (ERA5),False
2024,8,31.0,Osmaniye,Open-Meteo (ERA5),False
2024,9,57.4,Osmaniye,Open-Meteo (ERA5),False
2024,10,34.8,Osmaniye,Open-Meteo (ERA5),False
2024,11,57.6,Osmaniye,Open-Meteo (ERA5),False
2024,12,74.6,Osmaniye,Open-Meteo (ERA5),False
2004,1,58.8,Kırıkkale,Open-Meteo (ERA5),False
2004,2,24.9,Kırıkkale,Open-Meteo (ERA5),False
2004,3,27.2,Kırıkkale,Open-Meteo (ERA5),False
2004,4,44.2,Kırıkkale,Open-Meteo (ERA5),False
2004,5,27.6,Kırıkkale,Open-Meteo (ERA5),False
2004,6,21.4,Kırıkkale,Open-Meteo (ERA5),False
2004,7,14.1,Kırıkkale,Open-Meteo (ERA5),False
2004,8,4.8,Kırıkkale,Open-Meteo (ERA5),False
2004,9,1.2,Kırıkkale,Open-Meteo (ERA5),False
2004,10,3.6,Kırıkkale,Open-Meteo (ERA5),False
2004,11,45.8,Kırıkkale,Open-Meteo (ERA5),False
2004,12,12.9,Kırıkkale,Open-Meteo (ERA5),False
2005,1,25.9,Kırıkkale,Open-Meteo (ERA5),False
2005,2,41.2,Kırıkkale,Open-Meteo (ERA5),False
2005,3,76.5,Kırıkkale,Open-Meteo (ERA5),False
2005,4,42.4,Kırıkkale,Open-Meteo (ERA5),False
2005,5,35.0,Kırıkkale,Open-Meteo (ERA5),False
2005,6,21.4,Kırıkkale,Open-Meteo (ERA5),False
2005,7,7.6,Kırıkkale,Open-Meteo (ERA5),False
2005,8,3.7,Kırıkkale,Open-Meteo (ERA5),False
2005,9,6.0,Kırıkkale,Open-Meteo (ERA5),False
2005,10,14.1,Kırıkkale,Open-Meteo (ERA5),False
2005,11,74.1,Kırıkkale,Open-Meteo (ERA5),False
2005,12,15.8,Kırıkkale,Open-Meteo (ERA5),False
2006,1,48.3,Kırıkkale,Open-Meteo (ERA5),False
2006,2,73.6,Kırıkkale,Open-Meteo (ERA5),False
2006,3,48.4,Kırıkkale,Open-Meteo (ERA5),False
2006,4,23.7,Kırıkkale,Open-Meteo (ERA5),False
2006,5,34.7,Kırıkkale,Open-Meteo (ERA5),False
2006,6,16.5,Kırıkkale,Open-Meteo (ERA5),False
2006,7,0.2,Kırıkkale,Open-Meteo (ERA5),False
2006,8,5.3,Kırıkkale,Open-Meteo (ERA5),False
2006,9,38.9,Kırıkkale,Open-Meteo (ERA5),False
2006,10,55.5,Kırıkkale,Open-Meteo (ERA5),False
2006,11,33.0,Kırıkkale,Open-Meteo (ERA5),False
2006,12,2.4,Kırıkkale,Open-Meteo (ERA5),False
2007,1,33.1,Kırıkkale,Open-Meteo (ERA5),False
2007,2,25.4,Kırıkkale,Open-Meteo (ERA5),False
2007,3,37.7,Kırıkkale,Open-Meteo (ERA5),False
2007,4,37.7,Kırıkkale,Open-Meteo (ERA5),False
2007,5,10.4,Kırıkkale,Open-Meteo (ERA5),False
2007,6,29.2,Kırıkkale,Open-Meteo (ERA5),False
2007,7,1.0,Kırıkkale,Open-Meteo (ERA5),False
2007,8,5.1,Kırıkkale,Open-Meteo (ERA5),False
2007,9,0.8,Kırıkkale,Open-Meteo (ERA5),False
2007,10,22.4,Kırıkkale,Open-Meteo (ERA5),False
2007,11,74.7,Kırıkkale,Open-Meteo (ERA5),False
2007,12,53.3,Kırıkkale,Open-Meteo (ERA5),False
2008,1,18.2,Kırıkkale,Open-Meteo (ERA5),False
2008,2,29.2,Kırıkkale,Open-Meteo (ERA5),False
2008,3,33.8,Kırıkkale,Open-Meteo (ERA5),False
2008,4,19.2,Kırıkkale,Open-Meteo (ERA5),False
2008,5,34.3,Kırıkkale,Open-Meteo (ERA5),False
2008,6,11.6,Kırıkkale,Open-Meteo (ERA5),False
2008,7,0.3,Kırıkkale,Open-Meteo (ERA5),False
2008,8,0.0,Kırıkkale,Open-Meteo (ERA5),False
2008,9,34.9,Kırıkkale,Open-Meteo (ERA5),False
2008,10,19.3,Kırıkkale,Open-Meteo (ERA5),False
2008,11,34.6,Kırıkkale,Open-Meteo (ERA5),False
2008,12,50.4,Kırıkkale,Open-Meteo (ERA5),False
2009,1,65.8,Kırıkkale,Open-Meteo (ERA5),False
2009,2,77.8,Kırıkkale,Open-Meteo (ERA5),False
2009,3,51.3,Kırıkkale,Open-Meteo (ERA5),False
2009,4,55.8,Kırıkkale,Open-Meteo (ERA5),False
2009,5,48.6,Kırıkkale,Open-Meteo (ERA5),False
2009,6,11.9,Kırıkkale,Open-Meteo (ERA5),False
2009,7,11.5,Kırıkkale,Open-Meteo (ERA5),False
2009,8,0.0,Kırıkkale,Open-Meteo (ERA5),False
2009,9,8.8,Kırıkkale,Open-Meteo (ERA5),False
2009,10,13.4,Kırıkkale,Open-Meteo (ERA5),False
2009,11,65.0,Kırıkkale,Open-Meteo (ERA5),False
2009,12,55.1,Kırıkkale,Open-Meteo (ERA5),False
2010,1,63.7,Kırıkkale,Open-Meteo (ERA5),False
2010,2,28.3,Kırıkkale,Open-Meteo (ERA5),False
2010,3,38.7,Kırıkkale,Open-Meteo (ERA5),False
2010,4,28.0,Kırıkkale,Open-Meteo (ERA5),False
2010,5,25.0,Kırıkkale,Open-Meteo (ERA5),False
2010,6,43.8,Kırıkkale,Open-Meteo (ERA5),False
2010,7,2.1,Kırıkkale,Open-Meteo (ERA5),False
2010,8,0.0,Kırıkkale,Open-Meteo (ERA5),False
2010,9,4.8,Kırıkkale,Open-Meteo (ERA5),False
2010,10,76.1,Kırıkkale,Open-Meteo (ERA5),False
2010,11,15.5,Kırıkkale,Open-Meteo (ERA5),False
2010,12,111.4,Kırıkkale,Open-Meteo (ERA5),False
2011,1,47.0,Kırıkkale,Open-Meteo (ERA5),False
2011,2,21.7,Kırıkkale,Open-Meteo (ERA5),False
2011,3,51.4,Kırıkkale,Open-Meteo (ERA5),False
2011,4,42.0,Kırıkkale,Open-Meteo (ERA5),False
2011,5,47.8,Kırıkkale,Open-Meteo (ERA5),False
2011,6,36.9,Kırıkkale,Open-Meteo (ERA5),False
2011,7,0.8,Kırıkkale,Open-Meteo (ERA5),False
2011,8,9.7,Kırıkkale,Open-Meteo (ERA5),False
2011,9,3.2,Kırıkkale,Open-Meteo (ERA5),False
2011,10,37.4,Kırıkkale,Open-Meteo (ERA5),False
2011,11,12.0,Kırıkkale,Open-Meteo (ERA5),False
2011,12,42.7,Kırıkkale,Open-Meteo (ERA5),False
2012,1,100.7,Kırıkkale,Open-Meteo (ERA5),False
2012,2,66.6,Kırıkkale,Open-Meteo (ERA5),False
2012,3,48.4,Kırıkkale,Open-Meteo (ERA5),False
2012,4,10.4,Kırıkkale,Open-Meteo (ERA5),False
2012,5,34.6,Kırıkkale,Open-Meteo (ERA5),False
2012,6,13.4,Kırıkkale,Open-Meteo (ERA5),False
2012,7,4.3,Kırıkkale,Open-Meteo (ERA5),False
2012,8,3.7,Kırıkkale,Open-Meteo (ERA5),False
2012,9,0.2,Kırıkkale,Open-Meteo (ERA5),False
2012,10,10.8,Kırıkkale,Open-Meteo (ERA5),False
2012,11,54.1,Kırıkkale,Open-Meteo (ERA5),False
2012,12,84.4,Kırıkkale,Open-Meteo (ERA5),False
2013,1,48.5,Kırıkkale,Open-Meteo (ERA5),True
2013,2,24.6,Kırıkkale,Open-Meteo (ERA5),True
2013,3,36.0,Kırıkkale,Open-Meteo (ERA5),True
2013,4,37.0,Kırıkkale,Open-Meteo (ERA5),True
2013,5,16.8,Kırıkkale,Open-Meteo (ERA5),True
2013,6,9.4,Kırıkkale,Open-Meteo (ERA5),True
2013,7,0.3,Kırıkkale,Open-Meteo (ERA5),True
2013,8,0.9,Kırıkkale,Open-Meteo (ERA5),True
2013,9,4.3,Kırıkkale,Open-Meteo (ERA5),True
2013,10,29.9,Kırıkkale,Open-Meteo (ERA5),True
2013,11,18.5,Kırıkkale,Open-Meteo (ERA5),True
2013,12,6.6,Kırıkkale,Open-Meteo (ERA5),True
2014,1,40.0,Kırıkkale,Open-Meteo (ERA5),False
2014,2,10.9,Kırıkkale,Open-Meteo (ERA5),False
2014,3,50.3,Kırıkkale,Open-Meteo (ERA5),False
2014,4,14.6,Kırıkkale,Open-Meteo (ERA5),False
2014,5,56.0,Kırıkkale,Open-Meteo (ERA5),False
2014,6,65.6,Kırıkkale,Open-Meteo (ERA5),False
2014,7,3.0,Kırıkkale,Open-Meteo (ERA5),False
2014,8,4.2,Kırıkkale,Open-Meteo (ERA5),False
2014,9,45.9,Kırıkkale,Open-Meteo (ERA5),False
2014,10,24.0,Kırıkkale,Open-Meteo (ERA5),False
2014,11,38.6,Kırıkkale,Open-Meteo (ERA5),False
2014,12,31.2,Kırıkkale,Open-Meteo (ERA5),False
2015,1,44.5,Kırıkkale,Open-Meteo (ERA5),False
2015,2,61.8,Kırıkkale,Open-Meteo (ERA5),False
2015,3,91.6,Kırıkkale,Open-Meteo (ERA5),False
2015,4,37.0,Kırıkkale,Open-Meteo (ERA5),False
2015,5,56.1,Kırıkkale,Open-Meteo (ERA5),False
2015,6,90.7,Kırıkkale,Open-Meteo (ERA5),False
2015,7,1.4,Kırıkkale,Open-Meteo (ERA5),False
2015,8,1.9,Kırıkkale,Open-Meteo (ERA5),False
2015,9,9.6,Kırıkkale,Open-Meteo (ERA5),False
2015,10,24.8,Kırıkkale,Open-Meteo (ERA5),False
2015,11,18.3,Kırıkkale,Open-Meteo (ERA5),False
2015,12,2.3,Kırıkkale,Open-Meteo (ERA5),False
2016,1,108.4,Kırıkkale,Open-Meteo (ERA5),False
2016,2,27.9,Kırıkkale,Open-Meteo (ERA5),False
2016,3,59.9,Kırıkkale,Open-Meteo (ERA5),False
2016,4,27.9,Kırıkkale,Open-Meteo (ERA5),False
2016,5,74.4,Kırıkkale,Open-Meteo (ERA5),False
2016,6,23.6,Kırıkkale,Open-Meteo (ERA5),False
2016,7,2.8,Kırıkkale,Open-Meteo (ERA5),False
2016,8,2.4,Kırıkkale,Open-Meteo (ERA5),False
2016,9,7.0,Kırıkkale,Open-Meteo (ERA5),False
2016,10,3.4,Kırıkkale,Open-Meteo (ERA5),False
2016,11,44.8,Kırıkkale,Open-Meteo (ERA5),False
2016,12,67.8,Kırıkkale,Open-Meteo (ERA5),False
2017,1,32.3,Kırıkkale,Open-Meteo (ERA5),False
2017,2,4.7,Kırıkkale,Open-Meteo (ERA5),False
2017,3,37.0,Kırıkkale,Open-Meteo (ERA5),False
2017,4,34.3,Kırıkkale,Open-Meteo (ERA5),False
2017,5,67.6,Kırıkkale,Open-Meteo (ERA5),False
2017,6,18.5,Kırıkkale,Open-Meteo (ERA5),False
2017,7,4.2,Kırıkkale,Open-Meteo (ERA5),False
2017,8,11.4,Kırıkkale,Open-Meteo (ERA5),False
2017,9,3.8,Kırıkkale,Open-Meteo (ERA5),False
2017,10,18.4,Kırıkkale,Open-Meteo (ERA5),False
2017,11,45.4,Kırıkkale,Open-Meteo (ERA5),False
2017,12,51.3,Kırıkkale,Open-Meteo (ERA5),False
2018,1,51.0,Kırıkkale,Open-Meteo (ERA5),False
2018,2,33.1,Kırıkkale,Open-Meteo (ERA5),False
2018,3,52.1,Kırıkkale,Open-Meteo (ERA5),False
2018,4,9.8,Kırıkkale,Open-Meteo (ERA5),False
2018,5,47.2,Kırıkkale,Open-Meteo (ERA5),False
2018,6,17.9,Kırıkkale,Open-Meteo (ERA5),False
2018,7,0.6,Kırıkkale,Open-Meteo (ERA5),False
2018,8,0.3,Kırıkkale,Open-Meteo (ERA5),False
2018,9,1.4,Kırıkkale,Open-Meteo (ERA5),False
2018,10,33.3,Kırıkkale,Open-Meteo (ERA5),False
2018,11,31.9,Kırıkkale,Open-Meteo (ERA5),False
2018,12,89.8,Kırıkkale,Open-Meteo (ERA5),False
2019,1,67.1,Kırıkkale,Open-Meteo (ERA5),False
2019,2,38.5,Kırıkkale,Open-Meteo (ERA5),False
2019,3,23.5,Kırıkkale,Open-Meteo (ERA5),False
2019,4,22.4,Kırıkkale,Open-Meteo (ERA5),False
2019,5,25.4,Kırıkkale,Open-Meteo (ERA5),False
2019,6,54.1,Kırıkkale,Open-Meteo (ERA5),False
2019,7,7.1,Kırıkkale,Open-Meteo (ERA5),False
2019,8,23.8,Kırıkkale,Open-Meteo (ERA5),False
2019,9,3.9,Kırıkkale,Open-Meteo (ERA5),False
2019,10,4.1,Kırıkkale,Open-Meteo (ERA5),False
2019,11,25.1,Kırıkkale,Open-Meteo (ERA5),False
2019,12,63.7,Kırıkkale,Open-Meteo (ERA5),False
2020,1,42.1,Kırıkkale,Open-Meteo (ERA5),False
2020,2,64.4,Kırıkkale,Open-Meteo (ERA5),False
2020,3,22.6,Kırıkkale,Open-Meteo (ERA5),False
2020,4,21.3,Kırıkkale,Open-Meteo (ERA5),False
2020,5,38.7,Kırıkkale,Open-Meteo (ERA5),False
2020,6,23.4,Kırıkkale,Open-Meteo (ERA5),False
2020,7,1.4,Kırıkkale,Open-Meteo (ERA5),False
2020,8,0.3,Kırıkkale,Open-Meteo (ERA5),False
2020,9,5.7,Kırıkkale,Open-Meteo (ERA5),False
2020,10,10.9,Kırıkkale,Open-Meteo (ERA5),False
2020,11,8.8,Kırıkkale,Open-Meteo (ERA5),False
2020,12,17.0,Kırıkkale,Open-Meteo (ERA5),False
2021,1,45.3,Kırıkkale,Open-Meteo (ERA5),False
2021,2,17.8,Kırıkkale,Open-Meteo (ERA5),False
2021,3,73.9,Kırıkkale,Open-Meteo (ERA5),False
2021,4,43.2,Kırıkkale,Open-Meteo (ERA5),False
2021,5,18.5,Kırıkkale,Open-Meteo (ERA5),False
2021,6,25.8,Kırıkkale,Open-Meteo (ERA5),False
2021,7,5.3,Kırıkkale,Open-Meteo (ERA5),False
2021,8,7.6,Kırıkkale,Open-Meteo (ERA5),False
2021,9,24.9,Kırıkkale,Open-Meteo (ERA5),False
2021,10,1.4,Kırıkkale,Open-Meteo (ERA5),False
2021,11,57.3,Kırıkkale,Open-Meteo (ERA5),False
2021,12,43.5,Kırıkkale,Open-Meteo (ERA5),False
2022,1,68.1,Kırıkkale,Open-Meteo (ERA5),False
2022,2,74.7,Kırıkkale,Open-Meteo (ERA5),False
2022,3,44.8,Kırıkkale,Open-Meteo (ERA5),False
2022,4,13.3,Kırıkkale,Open-Meteo (ERA5),False
2022,5,41.0,Kırıkkale,Open-Meteo (ERA5),False
2022,6,56.3,Kırıkkale,Open-Meteo (ERA5),False
2022,7,7.1,Kırıkkale,Open-Meteo (ERA5),False
2022,8,1.4,Kırıkkale,Open-Meteo (ERA5),False
