il,year,month,ndvi,source
Nevşehir,2005,5,0.1244,Landsat7
Nevşehir,2005,6,0.1264,Landsat7
Nevşehir,2005,7,0.1123,Landsat7
Nevşehir,2005,8,0.1015,Landsat7
Nevşehir,2005,9,0.0954,Landsat7
Nevşehir,2005,10,0.077,Landsat7
Nevşehir,2005,11,0.0733,Landsat7
Nevşehir,2005,12,0.067,Landsat7
Nevşehir,2006,1,-0.028,Landsat7
Nevşehir,2006,2,0.056,Landsat7
Nevşehir,2006,3,,Landsat7
Nevşehir,2006,4,0.0824,Landsat7
Nevşehir,2006,5,0.1377,Landsat7
Nevşehir,2006,6,0.1069,Landsat7
Nevşehir,2006,7,0.1003,Landsat7
Nevşehir,2006,8,0.1101,Landsat7
Nevşehir,2006,9,0.0836,Landsat7
Nevşehir,2006,10,,Landsat7
Nevşehir,2006,11,,Landsat7
Nevşehir,2006,12,0.0468,Landsat7
Nevşehir,2007,1,0.0375,Landsat7
Nevşehir,2007,2,0.0524,Landsat7
Nevşehir,2007,3,0.0756,Landsat7
Nevşehir,2007,4,0.0978,Landsat7
Nevşehir,2007,5,0.1303,Landsat7
Nevşehir,2007,6,0.1321,Landsat7
Nevşehir,2007,7,0.1078,Landsat7
Nevşehir,2007,8,0.0764,Landsat7
Nevşehir,2007,9,0.093,Landsat7
Nevşehir,2007,10,0.0719,Landsat7
Nevşehir,2007,11,,Landsat7
Nevşehir,2007,12,0.0298,Landsat7
Nevşehir,2008,1,0.0298,Landsat7
Nevşehir,2008,2,-0.0213,Landsat7
Nevşehir,2008,3,0.0214,Landsat7
Nevşehir,2008,4,,Landsat7
Nevşehir,2008,5,0.1251,Landsat7
Nevşehir,2008,6,0.1086,Landsat7
Nevşehir,2008,7,0.106,Landsat7
Nevşehir,2008,8,0.1003,Landsat7
Nevşehir,2008,9,0.0762,Landsat7
Nevşehir,2008,10,0.0537,Landsat7
Nevşehir,2008,11,0.0776,Landsat7
Nevşehir,2008,12,0.0813,Landsat7
Nevşehir,2009,1,0.0629,Landsat7
Nevşehir,2009,2,0.0806,Landsat7
Nevşehir,2009,3,0.0009,Landsat7
Nevşehir,2009,4,0.1232,Landsat7
Nevşehir,2009,5,0.1105,Landsat7
Nevşehir,2009,6,0.0303,Landsat7
Nevşehir,2009,7,,Landsat7
Nevşehir,2009,8,0.1208,Landsat7
Nevşehir,2009,9,0.1031,Landsat7
Nevşehir,2009,10,0.0785,Landsat7
Nevşehir,2009,11,,Landsat7
Nevşehir,2009,12,,Landsat7
Nevşehir,2010,1,,Landsat7
Nevşehir,2010,2,,Landsat7
Nevşehir,2010,3,0.0963,Landsat7
Nevşehir,2010,4,0.1042,Landsat7
Nevşehir,2010,5,,Landsat7
Nevşehir,2010,6,0.0072,Landsat7
Nevşehir,2010,7,0.1136,Landsat7
Nevşehir,2010,8,0.1134,Landsat7
Nevşehir,2010,9,0.1059,Landsat7
Nevşehir,2010,10,,Landsat7
Nevşehir,2010,11,,Landsat7
Nevşehir,2010,12,0.0889,Landsat7
Nevşehir,2011,1,0.0696,Landsat7
Nevşehir,2011,2,-0.0471,Landsat7
Nevşehir,2011,3,0.0993,Landsat7
Nevşehir,2011,4,,Landsat7
Nevşehir,2011,5,0.17,Landsat7
Nevşehir,2011,6,,Landsat7
Nevşehir,2011,7,0.1067,Landsat7
Nevşehir,2011,8,0.1235,Landsat7
Nevşehir,2011,9,0.1161,Landsat7
Nevşehir,2011,10,0.0784,Landsat7
Nevşehir,2011,11,0.0554,Landsat7
Nevşehir,2011,12,0.0284,Landsat7
Nevşehir,2012,1,,Landsat7
Nevşehir,2012,2,-0.0108,Landsat7
Nevşehir,2012,3,-0.0783,Landsat7
Nevşehir,2012,4,0.0782,Landsat7
Nevşehir,2012,5,,Landsat7
Nevşehir,2012,6,0.1153,Landsat7
Nevşehir,2012,7,0.1194,Landsat7
Nevşehir,2012,8,0.1171,Landsat7
Nevşehir,2012,9,0.0977,Landsat7
Nevşehir,2012,10,0.0675,Landsat7
Nevşehir,2012,11,0.0262,Landsat7
Nevşehir,2012,12,0.07,Landsat7
Nevşehir,2013,1,,Landsat7
Nevşehir,2013,2,0.0881,Landsat7
Nevşehir,2013,3,0.1092,Landsat7
Nevşehir,2013,4,0.0758,Landsat7
Nevşehir,2013,5,0.1516,Landsat7
Nevşehir,2013,6,0.0831,Landsat7
Nevşehir,2013,7,0.1116,Landsat7
Nevşehir,2013,8,0.1016,Landsat7
Nevşehir,2013,9,0.1023,Landsat7
Nevşehir,2013,10,0.0586,Landsat7
Nevşehir,2013,11,0.0605,Landsat7
Nevşehir,2013,12,,Landsat7
Nevşehir,2014,1,0.0527,Landsat7
Nevşehir,2014,2,0.06,Landsat7
Nevşehir,2014,3,0.087,Landsat7
Nevşehir,2014,4,0.0999,Landsat7
Nevşehir,2014,5,,Landsat7
Nevşehir,2014,6,0.1095,Landsat7
Nevşehir,2014,7,0.1115,Landsat7
Nevşehir,2014,8,0.1081,Landsat7
Nevşehir,2014,9,0.0757,Landsat7
Nevşehir,2014,10,,Landsat7
Nevşehir,2014,11,0.091,Landsat7
Nevşehir,2014,12,,Landsat7
Nevşehir,2015,1,-0.0009,Landsat7
Nevşehir,2015,2,0.0936,Landsat7
Nevşehir,2015,3,0.1029,Landsat7
Nevşehir,2015,4,0.089,Landsat7
Nevşehir,2015,5,0.1268,Landsat7
Nevşehir,2015,6,0.1116,Landsat7
Nevşehir,2015,7,0.1462,Landsat7
Nevşehir,2015,8,0.1212,Landsat7
Nevşehir,2015,9,0.1104,Landsat7
Nevşehir,2015,10,0.0866,Landsat7
Nevşehir,2015,11,0.0709,Landsat7
Nevşehir,2015,12,0.0398,Landsat7
Nevşehir,2016,1,,Landsat7
Nevşehir,2016,2,0.0262,Landsat7
Nevşehir,2016,3,0.0749,Landsat7
Nevşehir,2016,4,0.105,Landsat7
Nevşehir,2016,5,0.089,Landsat7
Nevşehir,2016,6,0.1094,Landsat7
Nevşehir,2016,7,0.1279,Landsat7
Nevşehir,2016,8,0.1266,Landsat7
Nevşehir,2016,9,0.1028,Landsat7
Nevşehir,2016,10,0.0834,Landsat7
Nevşehir,2016,11,0.063,Landsat7
Nevşehir,2016,12,0.0382,Landsat7
Nevşehir,2017,1,,Sentinel-2
Nevşehir,2017,2,-0.003,Sentinel-2
Nevşehir,2017,3,0.1409,Sentinel-2
Nevşehir,2017,4,0.1749,Sentinel-2
Nevşehir,2017,5,0.228,Sentinel-2
Nevşehir,2017,6,0.2571,Sentinel-2
Nevşehir,2017,7,0.2332,Sentinel-2
Nevşehir,2017,8,0.2197,Sentinel-2
Nevşehir,2017,9,0.1866,Sentinel-2
Nevşehir,2017,10,0.1611,Sentinel-2
Nevşehir,2017,11,,Sentinel-2
Nevşehir,2017,12,0.1172,Sentinel-2
Nevşehir,2018,1,0.0061,Sentinel-2
Nevşehir,2018,2,0.168,Sentinel-2
Nevşehir,2018,3,0.2328,Sentinel-2
Nevşehir,2018,4,0.3,Sentinel-2
Nevşehir,2018,5,0.2341,Sentinel-2
Nevşehir,2018,6,0.2621,Sentinel-2
Nevşehir,2018,7,0.2194,Sentinel-2
Nevşehir,2018,8,0.2096,Sentinel-2
Nevşehir,2018,9,0.1751,Sentinel-2
Nevşehir,2018,10,0.1455,Sentinel-2
Nevşehir,2018,11,0.1851,Sentinel-2
Nevşehir,2018,12,,Sentinel-2
Nevşehir,2019,1,-0.009,Sentinel-2
Nevşehir,2019,2,0.1808,Sentinel-2
Nevşehir,2019,3,0.2277,Sentinel-2
Nevşehir,2019,4,0.23,Sentinel-2
Nevşehir,2019,5,0.3074,Sentinel-2
Nevşehir,2019,6,0.2519,Sentinel-2
Nevşehir,2019,7,0.2469,Sentinel-2
Nevşehir,2019,8,0.2412,Sentinel-2
Nevşehir,2019,9,0.211,Sentinel-2
Nevşehir,2019,10,0.1662,Sentinel-2
Nevşehir,2019,11,0.1634,Sentinel-2
Nevşehir,2019,12,0.1749,Sentinel-2
Nevşehir,2020,1,0.0985,Sentinel-2
Nevşehir,2020,2,0.0137,Sentinel-2
Nevşehir,2020,3,0.1708,Sentinel-2
Nevşehir,2020,4,,Sentinel-2
Nevşehir,2020,5,0.2774,Sentinel-2
Nevşehir,2020,6,0.2666,Sentinel-2
Nevşehir,2020,7,0.2548,Sentinel-2
Nevşehir,2020,8,0.2362,Sentinel-2
Nevşehir,2020,9,0.1967,Sentinel-2
Nevşehir,2020,10,0.1728,Sentinel-2
Nevşehir,2020,11,0.1734,Sentinel-2
Nevşehir,2020,12,0.1639,Sentinel-2
Nevşehir,2021,1,0.1157,Sentinel-2
Nevşehir,2021,2,0.1331,Sentinel-2
Nevşehir,2021,3,0.162,Sentinel-2
Nevşehir,2021,4,0.199,Sentinel-2
Nevşehir,2021,5,0.2651,Sentinel-2
Nevşehir,2021,6,0.2066,Sentinel-2
Nevşehir,2021,7,0.2129,Sentinel-2
Nevşehir,2021,8,0.2267,Sentinel-2
Nevşehir,2021,9,0.1893,Sentinel-2
Nevşehir,2021,10,0.1891,Sentinel-2
Nevşehir,2021,11,0.1824,Sentinel-2
Nevşehir,2021,12,,Sentinel-2
Nevşehir,2022,1,0.2537,Sentinel-2
Nevşehir,2022,2,-0.0017,Sentinel-2
Nevşehir,2022,3,,Sentinel-2
Nevşehir,2022,4,0.2438,Sentinel-2
Nevşehir,2022,5,0.2993,Sentinel-2
Nevşehir,2022,6,0.274,Sentinel-2
Nevşehir,2022,7,0.2566,Sentinel-2
Nevşehir,2022,8,0.2247,Sentinel-2
Nevşehir,2022,9,0.2014,Sentinel-2
Nevşehir,2022,10,0.1812,Sentinel-2
Nevşehir,2022,11,0.1597,Sentinel-2
Nevşehir,2022,12,0.1508,Sentinel-2
Nevşehir,2023,1,0.1515,Sentinel-2
Nevşehir,2023,2,0.053,Sentinel-2
Nevşehir,2023,3,,Sentinel-2
Nevşehir,2023,4,0.2173,Sentinel-2
Nevşehir,2023,5,0.2903,Sentinel-2
Nevşehir,2023,6,0.2959,Sentinel-2
Nevşehir,2023,7,0.2652,Sentinel-2
Nevşehir,2023,8,0.2414,Sentinel-2
Nevşehir,2023,9,0.2205,Sentinel-2
Nevşehir,2023,10,0.1935,Sentinel-2
Nevşehir,2023,11,0.1678,Sentinel-2
Nevşehir,2023,12,0.1862,Sentinel-2
Nevşehir,2024,1,,Sentinel-2
Nevşehir,2024,2,0.1584,Sentinel-2
Nevşehir,2024,3,,Sentinel-2
Nevşehir,2024,4,0.2826,Sentinel-2
Nevşehir,2024,5,0.3173,Sentinel-2
Nevşehir,2024,6,0.2731,Sentinel-2
Nevşehir,2024,7,0.2357,Sentinel-2
Nevşehir,2024,8,0.228,Sentinel-2
Nevşehir,2024,9,0.193,Sentinel-2
Nevşehir,2024,10,0.1877,Sentinel-2
Nevşehir,2024,11,0.1675,Sentinel-2
Nevşehir,2024,12,0.0886,Sentinel-2
Kırşehir,2004,1,,Landsat7
Kırşehir,2004,2,0.0954,Landsat7
Kırşehir,2004,3,,Landsat7
Kırşehir,2004,4,0.1377,Landsat7
Kırşehir,2004,5,0.1605,Landsat7
Kırşehir,2004,6,0.1219,Landsat7
Kırşehir,2004,7,0.0269,Landsat7
Kırşehir,2004,8,0.0758,Landsat7
Kırşehir,2004,9,0.0745,Landsat7
Kırşehir,2004,10,0.0679,Landsat7
Kırşehir,2004,11,0.0613,Landsat7
Kırşehir,2004,12,,Landsat7
Kırşehir,2005,1,0.0467,Landsat7
Kırşehir,2005,2,-0.0061,Landsat7
Kırşehir,2005,3,0.0631,Landsat7
Kırşehir,2005,4,0.0755,Landsat7
Kırşehir,2005,5,0.1635,Landsat7
Kırşehir,2005,6,0.1412,Landsat7
Kırşehir,2005,7,0.1017,Landsat7
Kırşehir,2005,8,0.0603,Landsat7
Kırşehir,2005,9,0.0788,Landsat7
Kırşehir,2005,10,0.076,Landsat7
Kırşehir,2005,11,0.0746,Landsat7
Kırşehir,2005,12,,Landsat7
Kırşehir,2006,1,,Landsat7
Kırşehir,2006,2,,Landsat7
Kırşehir,2006,3,,Landsat7
Kırşehir,2006,4,0.0815,Landsat7
Kırşehir,2006,5,0.1733,Landsat7
Kırşehir,2006,6,0.1247,Landsat7
Kırşehir,2006,7,0.0446,Landsat7
Kırşehir,2006,8,0.0864,Landsat7
Kırşehir,2006,9,0.0799,Landsat7
Kırşehir,2006,10,0.0793,Landsat7
Kırşehir,2006,11,0.1292,Landsat7
Kırşehir,2006,12,,Landsat7
Kırşehir,2007,1,0.0674,Landsat7
Kırşehir,2007,2,-0.0131,Landsat7
Kırşehir,2007,3,0.099,Landsat7
Kırşehir,2007,4,0.1411,Landsat7
Kırşehir,2007,5,0.1541,Landsat7
Kırşehir,2007,6,0.1136,Landsat7
Kırşehir,2007,7,0.0771,Landsat7
Kırşehir,2007,8,0.0659,Landsat7
Kırşehir,2007,9,0.0783,Landsat7
Kırşehir,2007,10,,Landsat7
Kırşehir,2007,11,0.0575,Landsat7
Kırşehir,2007,12,0.0614,Landsat7
Kırşehir,2008,1,0.0394,Landsat7
Kırşehir,2008,2,-0.0031,Landsat7
Kırşehir,2008,3,0.0338,Landsat7
Kırşehir,2008,4,,Landsat7
Kırşehir,2008,5,,Landsat7
Kırşehir,2008,6,0.0963,Landsat7
Kırşehir,2008,7,0.0889,Landsat7
Kırşehir,2008,8,0.0678,Landsat7
Kırşehir,2008,9,0.0656,Landsat7
Kırşehir,2008,10,,Landsat7
Kırşehir,2008,11,,Landsat7
Kırşehir,2008,12,0.1128,Landsat7
Kırşehir,2009,1,0.1222,Landsat7
Kırşehir,2009,2,,Landsat7
Kırşehir,2009,3,0.1407,Landsat7
Kırşehir,2009,4,0.1726,Landsat7
Kırşehir,2009,5,0.1461,Landsat7
Kırşehir,2009,6,0.1658,Landsat7
Kırşehir,2009,7,0.0683,Landsat7
Kırşehir,2009,8,0.088,Landsat7
Kırşehir,2009,9,0.0795,Landsat7
Kırşehir,2009,10,0.0787,Landsat7
Kırşehir,2009,11,0.0712,Landsat7
Kırşehir,2009,12,,Landsat7
Kırşehir,2010,1,,Landsat7
Kırşehir,2010,2,,Landsat7
Kırşehir,2010,3,0.117,Landsat7
Kırşehir,2010,4,0.1208,Landsat7
Kırşehir,2010,5,,Landsat7
Kırşehir,2010,6,0.1043,Landsat7
Kırşehir,2010,7,0.0918,Landsat7
Kırşehir,2010,8,0.0794,Landsat7
Kırşehir,2010,9,0.0739,Landsat7
Kırşehir,2010,10,,Landsat7
Kırşehir,2010,11,,Landsat7
Kırşehir,2010,12,0.1515,Landsat7
Kırşehir,2011,1,,Landsat7
Kırşehir,2011,2,-0.0413,Landsat7
Kırşehir,2011,3,0.1237,Landsat7
Kırşehir,2011,4,0.1692,Landsat7
Kırşehir,2011,5,0.1758,Landsat7
Kırşehir,2011,6,0.1785,Landsat7
Kırşehir,2011,7,0.1066,Landsat7
Kırşehir,2011,8,0.1028,Landsat7
Kırşehir,2011,9,0.0963,Landsat7
Kırşehir,2011,10,0.0749,Landsat7
Kırşehir,2011,11,0.0693,Landsat7
Kırşehir,2011,12,0.0664,Landsat7
Kırşehir,2012,1,,Landsat7
Kırşehir,2012,2,-0.0001,Landsat7
Kırşehir,2012,3,0.0188,Landsat7
Kırşehir,2012,4,0.09,Landsat7
Kırşehir,2012,5,,Landsat7
Kırşehir,2012,6,0.133,Landsat7
Kırşehir,2012,7,0.0717,Landsat7
Kırşehir,2012,8,0.0909,Landsat7
Kırşehir,2012,9,0.0781,Landsat7
Kırşehir,2012,10,0.0909,Landsat7
Kırşehir,2012,11,0.0208,Landsat7
Kırşehir,2012,12,0.1303,Landsat7
Kırşehir,2013,1,0.0385,Landsat7
Kırşehir,2013,2,,Landsat7
Kırşehir,2013,3,0.1562,Landsat7
Kırşehir,2013,4,0.1809,Landsat7
Kırşehir,2013,5,0.1812,Landsat7
Kırşehir,2013,6,0.0632,Landsat7
Kırşehir,2013,7,0.0898,Landsat7
Kırşehir,2013,8,0.0799,Landsat7
Kırşehir,2013,9,0.063,Landsat7
Kırşehir,2013,10,0.0457,Landsat7
Kırşehir,2013,11,0.0589,Landsat7
Kırşehir,2013,12,0.014,Landsat7
Kırşehir,2014,1,0.0588,Landsat7
Kırşehir,2014,2,0.0595,Landsat7
Kırşehir,2014,3,0.0944,Landsat7
Kırşehir,2014,4,0.1343,Landsat7
Kırşehir,2014,5,0.1642,Landsat7
Kırşehir,2014,6,0.1129,Landsat7
Kırşehir,2014,7,0.0995,Landsat7
Kırşehir,2014,8,0.0883,Landsat7
Kırşehir,2014,9,0.0782,Landsat7
Kırşehir,2014,10,,Landsat7
Kırşehir,2014,11,0.1084,Landsat7
Kırşehir,2014,12,,Landsat7
Kırşehir,2015,1,,Landsat7
Kırşehir,2015,2,0.12,Landsat7
Kırşehir,2015,3,,Landsat7
Kırşehir,2015,4,0.1468,Landsat7
Kırşehir,2015,5,0.1897,Landsat7
Kırşehir,2015,6,0.0892,Landsat7
Kırşehir,2015,7,0.1217,Landsat7
Kırşehir,2015,8,0.0988,Landsat7
Kırşehir,2015,9,0.0976,Landsat7
Kırşehir,2015,10,0.0768,Landsat7
Kırşehir,2015,11,0.0773,Landsat7
Kırşehir,2015,12,0.0706,Landsat7
Kırşehir,2016,1,0.0203,Landsat7
Kırşehir,2016,2,0.0562,Landsat7
Kırşehir,2016,3,0.08,Landsat7
Kırşehir,2016,4,0.1303,Landsat7
Kırşehir,2016,5,,Landsat7
Kırşehir,2016,6,0.1132,Landsat7
Kırşehir,2016,7,0.1002,Landsat7
Kırşehir,2016,8,0.0883,Landsat7
Kırşehir,2016,9,0.082,Landsat7
Kırşehir,2016,10,0.0778,Landsat7
Kırşehir,2016,11,0.0667,Landsat7
Kırşehir,2016,12,0.0593,Landsat7
Kırşehir,2017,1,,Sentinel-2
Kırşehir,2017,2,,Sentinel-2
Kırşehir,2017,3,0.155,Sentinel-2
Kırşehir,2017,4,0.1959,Sentinel-2
Kırşehir,2017,5,0.3075,Sentinel-2
Kırşehir,2017,6,0.2881,Sentinel-2
Kırşehir,2017,7,0.2004,Sentinel-2
Kırşehir,2017,8,0.156,Sentinel-2
Kırşehir,2017,9,0.1552,Sentinel-2
Kırşehir,2017,10,0.1342,Sentinel-2
Kırşehir,2017,11,0.1695,Sentinel-2
Kırşehir,2017,12,0.1734,Sentinel-2
Kırşehir,2018,1,0.1999,Sentinel-2
Kırşehir,2018,2,0.2084,Sentinel-2
Kırşehir,2018,3,0.2795,Sentinel-2
Kırşehir,2018,4,0.4065,Sentinel-2
Kırşehir,2018,5,0.3477,Sentinel-2
Kırşehir,2018,6,0.2945,Sentinel-2
Kırşehir,2018,7,0.1772,Sentinel-2
Kırşehir,2018,8,0.1538,Sentinel-2
Kırşehir,2018,9,0.1536,Sentinel-2
Kırşehir,2018,10,0.1421,Sentinel-2
Kırşehir,2018,11,0.1931,Sentinel-2
Kırşehir,2018,12,0.0364,Sentinel-2
Kırşehir,2019,1,-0.0029,Sentinel-2
Kırşehir,2019,2,0.2395,Sentinel-2
Kırşehir,2019,3,0.26,Sentinel-2
Kırşehir,2019,4,0.2604,Sentinel-2
Kırşehir,2019,5,0.2752,Sentinel-2
Kırşehir,2019,6,0.2679,Sentinel-2
Kırşehir,2019,7,0.219,Sentinel-2
Kırşehir,2019,8,0.1882,Sentinel-2
Kırşehir,2019,9,0.1764,Sentinel-2
Kırşehir,2019,10,0.1521,Sentinel-2
Kırşehir,2019,11,0.1511,Sentinel-2
Kırşehir,2019,12,0.1732,Sentinel-2
Kırşehir,2020,1,0.1679,Sentinel-2
Kırşehir,2020,2,0.0897,Sentinel-2
Kırşehir,2020,3,0.184,Sentinel-2
Kırşehir,2020,4,0.3098,Sentinel-2
Kırşehir,2020,5,0.3673,Sentinel-2
Kırşehir,2020,6,0.2566,Sentinel-2
Kırşehir,2020,7,0.196,Sentinel-2
Kırşehir,2020,8,0.1657,Sentinel-2
Kırşehir,2020,9,0.1456,Sentinel-2
Kırşehir,2020,10,0.1462,Sentinel-2
Kırşehir,2020,11,0.1553,Sentinel-2
Kırşehir,2020,12,0.1408,Sentinel-2
Kırşehir,2021,1,0.1727,Sentinel-2
Kırşehir,2021,2,0.1584,Sentinel-2
Kırşehir,2021,3,0.2025,Sentinel-2
Kırşehir,2021,4,0.2895,Sentinel-2
Kırşehir,2021,5,0.3149,Sentinel-2
Kırşehir,2021,6,0.2395,Sentinel-2
Kırşehir,2021,7,0.1659,Sentinel-2
Kırşehir,2021,8,0.159,Sentinel-2
Kırşehir,2021,9,0.143,Sentinel-2
Kırşehir,2021,10,0.149,Sentinel-2
Kırşehir,2021,11,0.1384,Sentinel-2
Kırşehir,2021,12,0.1251,Sentinel-2
Kırşehir,2022,1,0.1864,Sentinel-2
Kırşehir,2022,2,0.0114,Sentinel-2
Kırşehir,2022,3,0.1409,Sentinel-2
Kırşehir,2022,4,0.1731,Sentinel-2
Kırşehir,2022,5,0.2806,Sentinel-2
Kırşehir,2022,6,0.2915,Sentinel-2
Kırşehir,2022,7,0.2441,Sentinel-2
Kırşehir,2022,8,0.1766,Sentinel-2
Kırşehir,2022,9,0.1768,Sentinel-2
Kırşehir,2022,10,0.1557,Sentinel-2
Kırşehir,2022,11,0.1439,Sentinel-2
Kırşehir,2022,12,0.1602,Sentinel-2
Kırşehir,2023,1,0.1869,Sentinel-2
Kırşehir,2023,2,0.0986,Sentinel-2
Kırşehir,2023,3,0.2506,Sentinel-2
Kırşehir,2023,4,0.2915,Sentinel-2
Kırşehir,2023,5,0.3807,Sentinel-2
Kırşehir,2023,6,0.3003,Sentinel-2
Kırşehir,2023,7,0.2447,Sentinel-2
Kırşehir,2023,8,0.1912,Sentinel-2
Kırşehir,2023,9,0.1801,Sentinel-2
Kırşehir,2023,10,0.1701,Sentinel-2
Kırşehir,2023,11,0.1615,Sentinel-2
Kırşehir,2023,12,0.2063,Sentinel-2
Kırşehir,2024,1,0.2472,Sentinel-2
Kırşehir,2024,2,0.243,Sentinel-2
Kırşehir,2024,3,0.3036,Sentinel-2
Kırşehir,2024,4,0.3602,Sentinel-2
Kırşehir,2024,5,0.3547,Sentinel-2
Kırşehir,2024,6,0.2655,Sentinel-2
Kırşehir,2024,7,0.1831,Sentinel-2
Kırşehir,2024,8,0.1703,Sentinel-2
Kırşehir,2024,9,0.1492,Sentinel-2
Kırşehir,2024,10,0.1733,Sentinel-2
Kırşehir,2024,11,0.1658,Sentinel-2
Kırşehir,2024,12,0.1558,Sentinel-2
Kayseri,2004,1,,Landsat7
Kayseri,2004,2,-0.1423,Landsat7
Kayseri,2004,3,0.0574,Landsat7
Kayseri,2004,4,0.0727,Landsat7
Kayseri,2004,5,0.1302,Landsat7
Kayseri,2004,6,0.1302,Landsat7
Kayseri,2004,7,0.0123,Landsat7
Kayseri,2004,8,0.1009,Landsat7
Kayseri,2004,9,0.0803,Landsat7
Kayseri,2004,10,,Landsat7
Kayseri,2004,11,0.0499,Landsat7
Kayseri,2004,12,-0.0224,Landsat7
Kayseri,2005,1,-0.0035,Landsat7
Kayseri,2005,2,-0.049,Landsat7
Kayseri,2005,3,0.0576,Landsat7
Kayseri,2005,4,,Landsat7
Kayseri,2005,5,0.1343,Landsat7
Kayseri,2005,6,0.1447,Landsat7
Kayseri,2005,7,0.1223,Landsat7
Kayseri,2005,8,0.1098,Landsat7
Kayseri,2005,9,0.0904,Landsat7
Kayseri,2005,10,0.0724,Landsat7
Kayseri,2005,11,0.0837,Landsat7
Kayseri,2005,12,0.073,Landsat7
Kayseri,2006,1,-0.0252,Landsat7
Kayseri,2006,2,0.0108,Landsat7
Kayseri,2006,3,,Landsat7
Kayseri,2006,4,0.1137,Landsat7
Kayseri,2006,5,0.1775,Landsat7
Kayseri,2006,6,0.1265,Landsat7
Kayseri,2006,7,0.0407,Landsat7
Kayseri,2006,8,0.1121,Landsat7
Kayseri,2006,9,0.0878,Landsat7
Kayseri,2006,10,,Landsat7
Kayseri,2006,11,,Landsat7
Kayseri,2006,12,0.0533,Landsat7
Kayseri,2007,1,,Landsat7
Kayseri,2007,2,0.0132,Landsat7
Kayseri,2007,3,0.0852,Landsat7
Kayseri,2007,4,0.1162,Landsat7
Kayseri,2007,5,0.1436,Landsat7
Kayseri,2007,6,0.1402,Landsat7
Kayseri,2007,7,0.0851,Landsat7
Kayseri,2007,8,0.0763,Landsat7
Kayseri,2007,9,0.0917,Landsat7
Kayseri,2007,10,0.081,Landsat7
Kayseri,2007,11,,Landsat7
Kayseri,2007,12,0.0154,Landsat7
Kayseri,2008,1,-0.0158,Landsat7
Kayseri,2008,2,-0.0235,Landsat7
Kayseri,2008,3,-0.0189,Landsat7
Kayseri,2008,4,,Landsat7
Kayseri,2008,5,0.1373,Landsat7
Kayseri,2008,6,0.1319,Landsat7
Kayseri,2008,7,0.1247,Landsat7
Kayseri,2008,8,0.0959,Landsat7
Kayseri,2008,9,0.0883,Landsat7
Kayseri,2008,10,,Landsat7
Kayseri,2008,11,0.0793,Landsat7
Kayseri,2008,12,0.0222,Landsat7
Kayseri,2009,1,0.0166,Landsat7
Kayseri,2009,2,0.0543,Landsat7
Kayseri,2009,3,-0.0879,Landsat7
Kayseri,2009,4,0.1019,Landsat7
Kayseri,2009,5,0.0826,Landsat7
Kayseri,2009,6,0.1364,Landsat7
Kayseri,2009,7,,Landsat7
Kayseri,2009,8,0.1148,Landsat7
Kayseri,2009,9,0.0941,Landsat7
Kayseri,2009,10,0.0801,Landsat7
Kayseri,2009,11,,Landsat7
Kayseri,2009,12,,Landsat7
Kayseri,2010,1,,Landsat7
Kayseri,2010,2,,Landsat7
Kayseri,2010,3,0.0962,Landsat7
Kayseri,2010,4,0.1178,Landsat7
Kayseri,2010,5,,Landsat7
Kayseri,2010,6,0.0607,Landsat7
Kayseri,2010,7,0.103,Landsat7
Kayseri,2010,8,0.1121,Landsat7
Kayseri,2010,9,0.0976,Landsat7
Kayseri,2010,10,,Landsat7
Kayseri,2010,11,,Landsat7
Kayseri,2010,12,0.11,Landsat7
Kayseri,2011,1,,Landsat7
Kayseri,2011,2,-0.1403,Landsat7
Kayseri,2011,3,0.0857,Landsat7
Kayseri,2011,4,,Landsat7
Kayseri,2011,5,0.1831,Landsat7
Kayseri,2011,6,,Landsat7
Kayseri,2011,7,0.1105,Landsat7
Kayseri,2011,8,0.097,Landsat7
Kayseri,2011,9,0.1088,Landsat7
Kayseri,2011,10,0.0941,Landsat7
Kayseri,2011,11,0.0555,Landsat7
Kayseri,2011,12,0.0131,Landsat7
Kayseri,2012,1,,Landsat7
Kayseri,2012,2,-0.011,Landsat7
Kayseri,2012,3,-0.0626,Landsat7
Kayseri,2012,4,0.0861,Landsat7
Kayseri,2012,5,,Landsat7
Kayseri,2012,6,0.1438,Landsat7
Kayseri,2012,7,0.121,Landsat7
Kayseri,2012,8,0.1155,Landsat7
Kayseri,2012,9,0.0948,Landsat7
Kayseri,2012,10,0.0683,Landsat7
Kayseri,2012,11,,Landsat7
Kayseri,2012,12,0.067,Landsat7
Kayseri,2013,1,,Landsat7
Kayseri,2013,2,0.0566,Landsat7
Kayseri,2013,3,0.112,Landsat7
Kayseri,2013,4,0.1376,Landsat7
Kayseri,2013,5,0.1815,Landsat7
Kayseri,2013,6,0.1282,Landsat7
Kayseri,2013,7,0.1275,Landsat7
Kayseri,2013,8,0.1077,Landsat7
Kayseri,2013,9,,Landsat7
Kayseri,2013,10,0.0615,Landsat7
Kayseri,2013,11,0.0747,Landsat7
Kayseri,2013,12,,Landsat7
Kayseri,2014,1,0.032,Landsat7
Kayseri,2014,2,0.0587,Landsat7
Kayseri,2014,3,0.1059,Landsat7
Kayseri,2014,4,0.0868,Landsat7
Kayseri,2014,5,,Landsat7
Kayseri,2014,6,0.1369,Landsat7
